horse_id,bday,tame_id,owner_id,producer_id,production area,auction price,winnings,lifetime record,wined race title,inbreeding-1,inbreeding-2,father,faths father,faths mother,mother,moths father,moths mother
2002101003,2002年4月5日,01038,229002,370126,早来町,"3,570万円 (2002年 セレクトセール)
","



3億1,917万円 (中央) /804万円 (地方)
",48戦7勝 [7-3-7-31],200706020311,2008103244,2011103978,1995108742,000a001d7e,000a0002c9,1994109536,000a001c0e,000a00a225
2002104962,2002年6月8日,01021,078800,940082,静内町,"
-
","


2億4,048万円 (中央)

",43戦8勝 [8-6-2-27],200807020111,2009103956,2003105171,000a0001d6,000a000378,000a009241,1997102410,1989108341,1977106216
2002106006,2002年1月20日,00386,297002,910124,門別町,"
-
","


1億9,129万円 (中央)

",56戦6勝 [6-10-4-36],200901020209,2011100370,2008105602,000a00033a,000a0012bf,000a008c1e,1994102930,000a0003bd,000a0062fc
2003102587,2003年4月8日,00423,415800,owner.netkeiba.com,社台ファーム,千歳市,"
-
","


2億4,395万円 (中央)

",2003102587,200907030810,,1996107396,000a00033a,1990104462,1987105567,000a000351,1980102021
2003102667,2003年3月7日,00395,415800,owner.netkeiba.com,社台ファーム,千歳市,"
-
","


2億9,026万円 (中央)

",2003102667,200807011011,,1992109618,000a00033a,000a00021e,1997110192,000a001dde,000a00a033
2003110212,2003年9月24日,01070,138007,190878,豪,"
-
","


7億8,530万円 (中央)

",31戦12勝 [12-4-3-12],201007020811,2006110146,2010104114,1992109618,000a00033a,000a00021e,000a006843,000a001617,000a0084de
2004102812,2004年5月17日,01028,415800,owner.netkeiba.com,社台コーポレーション白老ファーム,白老町,"
-
","


1億9,685万円 (中央)

",2004102812,201008040810,,1989108341,1982101222,1984104366,000a000176,000a001676,000a009bb5
2004103135,2004年4月14日,01074,415800,owner.netkeiba.com,社台ファーム,千歳市,"
-
","


1億9,510万円 (中央)

",2004103135,200909040210,,1992109618,000a00033a,000a00021e,1997103456,1983109006,1990109701
2004104345,2004年3月22日,01023,382004,701079,静内町,"
-
","


1億8,261万円 (中央)

",44戦6勝 [6-3-4-31],200905020711,2014104449,2009103529,000a0022e1,000a001a98,000a00b518,000a00ff55,000a00013a,000a00fedb
2004106028,2004年3月31日,00343,748001,200398,門別町,"
-
","


3億606万円 (中央)

",27戦6勝 [6-2-4-15],200809040110,1998105075,2005103537,1989108341,1982101222,1984104366,000a00666d,000a001beb,000a00029e
2004106583,2004年3月10日,00345,185800,800366,平取町,"
-
","


3億3,657万円 (中央)

",32戦7勝 [7-8-2-15],200909010211,2010100095,2008106403,1993190010,000a001b87,000a00abc0,000a006686,000a002088,000a00a973
2004110044,2004年4月7日,a004f,x01255,190880,米,"
-
","



1億1,543万円 (中央) /744万円 (地方)
",99戦9勝 [9-15-10-65],201248041211,2005110011,2000100011,000a002270,000a001a98,000a00b299,000a0065ad,000a0000d3,000a0000ac
2005101404,2005年3月29日,01056,331002,230042,浦河町,"
-
","


1億6,275万円 (中央)

",44戦6勝 [6-9-5-24],201108010411,2009101057,2020100686,1998102595,1989108341,1989104335,1997103952,1988107348,1984100879
2005110172,2005年2月16日,01028,785800,560886,米,"
-
","



2億9,739万円 (中央) /168万円 (地方)
",31戦6勝 [6-3-3-19],201008060611,2009110011,,000a0021d8,000a001a98,000a0086fe,000a010f49,000a0015c6,000a010f48
2006101515,2006年4月24日,01049,265008,033305,新ひだか町,"
-
","


7,936万円 (中央)

",40戦5勝 [5-2-0-33],200908040610,2003105424,2004104999,000a0000b5,000a000134,000a00afb0,1995106600,000a00033a,1990107397
2006102822,2006年2月5日,00138,415800,owner.netkeiba.com,社台コーポレーション白老ファーム,白老町,"
-
","


4億9,621万円 (中央)

",2006102822,201109060511,,1999110099,000a0016f2,000a00b2b6,1997103579,000a00193b,000a0065ee
2006103499,2006年3月16日,01075,796008,133090,三石町,"
-
","


2億1,646万円 (中央)

",41戦5勝 [5-4-3-29],200901010609,2011101188,2001100870,1997110025,000a00193b,000a00abee,1994108578,000a00033a,1983104058
2006103963,2006年4月8日,01028,951005,903061,新ひだか町,"3,150万円 (2007年 北海道セレクションセール)
","



1億4,102万円 (中央) /159万円 (地方)
",30戦5勝 [5-3-5-17],200908050111,2007103916,2004101550,000a0000b5,000a000134,000a00afb0,1994107726,000a00033a,1987100331
