race_id,rank,frame_number,horse_number,horse_id,sex_and_age,burden_weight,rider_id,goal_time,goal_time_dif,time_value,half_way_rank,last_time,odds,popular,horse_weight,tame_time,tamer_id,owner_id
202207020611,1,1,2,2016106453,牡6,57,01117,1:08.3,,"

**

",15-14,33.9,27.8,8,486(-12),"

",00420,555031
202207020611,2,5,9,2017110144,牝5,55,01174,1:08.3,クビ,"

**

",7-8,34.3,12.9,5,476(-8),"

",01183,882800
202207020611,3,5,10,2015101028,セ7,57,01161,1:08.3,ハナ,"

**

",3-3,34.7,225.8,17,500(-6),"

",01027,865800
202207020611,4,7,13,2015104364,牡7,57,01157,1:08.4,クビ,"

**

",12-11,34.2,27.0,7,490(-2),"

",01135,758005
202207020611,5,8,17,2018105069,牝4,55,01032,1:08.4,クビ,"

**

",7-8,34.4,5.2,2,468(-4),"

",01161,004800
202207020611,6,4,7,2017105563,牝5,55,01170,1:08.6,1,"

**

",1-1,35.2,2.2,1,516(+18),"

",01149,486800
202207020611,7,2,3,2017105541,牝5,55,01075,1:08.6,ハナ,"

**

",10-10,34.5,30.0,9,482(+2),"

",01127,849030
202207020611,8,6,12,2016103143,牝6,55,01019,1:08.6,ハナ,"

**

",17-17,33.8,128.0,15,456(0),"

",01139,835033
202207020611,9,3,6,2017106720,牡5,57,00666,1:08.6,クビ,"

**

",15-14,34.1,60.7,11,478(-2),"

",01072,306008
202207020611,9,7,15,2016102197,牡6,57,05243,1:08.6,同着,"

**

",5-5,34.7,204.0,16,522(+4),"

",01148,271008
202207020611,11,4,8,2015110013,牡7,57,01160,1:08.7,クビ,"

**

",2-2,35.3,65.0,13,514(+4),"

",01071,948006
202207020611,12,8,18,2018104934,牡4,57,01014,1:08.8,1/2,"

**

",14-14,34.3,5.6,3,460(-8),"

",01137,226800
202207020611,13,2,4,2015101599,牡7,57,00660,1:08.9,1/2,"

**

",3-3,35.2,80.5,14,518(+6),"

",01044,003060
202207020611,14,7,14,2015103057,牡7,57,05203,1:08.9,クビ,"

**

",18-18,34.0,18.4,6,474(-4),"

",00438,506800
202207020611,15,1,1,2017105327,牡5,57,01077,1:08.9,ハナ,"

**

",7-5,35.0,10.7,4,550(+8),"

",01070,506800
202207020611,16,6,11,2016103690,牡6,57,01085,1:09.2,1.3/4,"

**

",10-11,35.0,64.8,12,492(-2),"

",01041,970006
202207020611,17,3,5,2018104029,牝4,55,01176,1:09.3,1/2,"

**

",5-5,35.4,47.2,10,452(+6),"

",01112,547800
202207020611,18,8,16,2014102625,牡8,57,01185,1:09.4,クビ,"

**

",12-11,35.1,389.8,18,530(+2),"

",01142,177033
