horse_id,bday,tame_id,owner_id,producer_id,production area,auction price,winnings,lifetime record,wined race title,inbreeding-1,inbreeding-2,father,faths father,faths mother,mother,moths father,moths mother
2008104268,2008年4月6日,01088,851009,910331,新冠町,"
-
","



3億7,038万円 (中央) /1,742万円 (地方)
",61戦8勝 [8-13-7-33],201404030811,2007104109,2011104589,1996106512,000a001bda,1991104457,1998105689,1992109612,1987105609
2010100690,2010年4月18日,01016,003060,811540,日高町,"
-
","


2億3,963万円 (中央)

",51戦7勝 [7-3-8-33],201502010211,2009102663,2008105782,1998190003,000a001c1d,000a010a70,000a0111fb,000a0017d2,000a0111db
2011102579,2011年3月26日,05629,796002,303305,新ひだか町,"735万円 (2012年 北海道サマーセール)
","


2億4,854万円 (中央)

",57戦8勝 [8-6-4-39],201608040211,2000102702,2005100948,000a00fa34,000a00010f,000a00faab,1992102495,1983109006,1981105172
2011104627,2011年5月18日,a0276,x09d5e,310335,新冠町,"
-
","



1億6,925万円 (中央) /40万円 (地方)
",38戦6勝 [6-7-3-22],201608010310,2004106840,2006106521,1998101554,000a00033a,000a000334,000a0067af,000a001fd7,000a00afb6
2012102017,2012年5月14日,01121,859007,101328,日高町,"
-
","


2億259万円 (中央)

",34戦7勝 [7-5-4-18],201807030211,2010106549,2016103762,2002100816,000a00033a,000a0003a2,2000106882,1983109006,1996103276
2012102095,2012年4月6日,01084,037803,930369,平取町,"
-
","



4億6,273万円 (中央) /1,435万円 (地方)
",36戦3勝 [3-8-5-20],201509020611,2010100050,2018101299,2001103460,000a001d7e,000a00680e,2001107831,1992103687,1996102807
2013101006,2013年4月10日,01119,679800,813326,日高町,"
-
","


1億7,022万円 (中央)

",40戦6勝 [6-9-6-19],201805030811,,,1998101786,1983109006,000a00657c,2007106173,1998110135,000a006718
2013101042,2013年4月9日,01142,688006,733363,日高町,"
-
","


2億1,079万円 (中央)

",40戦7勝 [7-2-2-29],201910020811,2014102625,2016103788,1995104427,000a0000cc,000a0062e2,2007104165,1993109188,000a00fa5a
2013104230,2013年3月8日,00423,897009,033080,新ひだか町,"1,404万円 (2014年 セレクトセール)
","


3億3,657万円 (中央)

",42戦7勝 [7-7-2-26],201707020611,2005100375,2010102733,2003102991,000a00010f,1998101750,000a0106a5,000a00185a,000a00026e
2013104606,2013年3月10日,01088,163002,233086,新ひだか町,"
-
","


1億5,448万円 (中央)

",31戦6勝 [6-4-1-20],201806030611,2011102351,2020104570,2001103038,000a00033a,1990104626,000a0117bd,000a0022ae,000a011778
2013105736,2013年3月11日,01008,931033,393126,千歳市,"2,160万円 (2015年 千葉サラブレッド・セール)
","


3億5,163万円 (中央)

",38戦8勝 [8-12-5-13],201801020411,2015104625,2017104988,2001103114,000a00033a,1988107320,000a011167,000a00fcdd,000a0110d0
2013105995,2013年2月22日,01105,399030,373126,安平町,"4,095万円 (2013年 セレクトセール)
","


1億9,120万円 (中央)

",28戦5勝 [5-2-4-17],201805040611,2015102424,2016101208,2001103038,000a00033a,1990104626,2005110108,000a001c1d,000a010d77
2014102625,2014年3月27日,01142,177033,733363,日高町,"
-
","


2億3,695万円 (中央)

",62戦7勝 [7-8-4-43],201808031210,2013101042,2016103788,1997110025,000a00193b,000a00abee,2007104165,1993109188,000a00fa5a
2014105996,2014年4月13日,01102,226800,owner.netkeiba.com,ノーザンファーム,安平町,"
-
","


1億2,978万円 (中央)

",2014105996,201908020711,,1998101554,000a00033a,000a000334,000a010ac6,000a00fc4e,000a0109f9
2015100978,2015年4月11日,01142,291002,541334,日高町,"
-
","


1億7,712万円 (中央)

",35戦3勝 [3-8-1-23],202009040211,2013101315,2012100109,1998102595,1989108341,1989104335,2003100810,1995108558,1998107191
2015102377,2015年3月6日,00438,619800,253025,新ひだか町,"
-
","


5億8,435万円 (中央)

",26戦11勝 [11-3-1-11],202107020611,2017102385,2014101093,2008103552,2001103460,1996107173,000a01250f,000a0116a1,000a00fd26
2015110017,2015年4月1日,01002,005803,910703,米,"
-
","



3億8,629万円 (中央) /1,800万円 (地方)
",29戦7勝 [7-3-3-16],202007010811,000a0143fc,000a0149aa,000a011200,000a001be1,000a01120c,000a01366e,000a001ff2,000a01366d
2015110096,2015年3月29日,01055,766800,700730,米,"
-
","


2億7,251万円 (中央)

",17戦4勝 [4-3-1-9],201907020611,000a0130d4,,000a0114fe,000a0103b9,000a01151a,000a0130d3,000a001849,000a010658
