horse_id,bday,tame_id,owner_id,producer_id,production area,auction price,winnings,lifetime record,wined race title,inbreeding-1,inbreeding-2,father,faths father,faths mother,mother,moths father,moths mother
2013104230,2013年3月8日,00423,897009,033080,新ひだか町,"1,404万円 (2014年 セレクトセール)
","


3億3,657万円 (中央)

",42戦7勝 [7-7-2-26],201707020611,2005100375,2010102733,2003102991,000a00010f,1998101750,000a0106a5,000a00185a,000a00026e
2013106055,2013年4月6日,01068,506800,owner.netkeiba.com,ノーザンファーム,安平町,"
-
","


2億5,944万円 (中央)

",2013106055,202004010111,,2001103114,000a00033a,1988107320,2005102480,000a00fa35,1996107394
2014102625,2014年3月27日,01142,177033,733363,日高町,"
-
","


2億3,695万円 (中央)

",62戦7勝 [7-8-4-43],201808031210,2013101042,2016103788,1997110025,000a00193b,000a00abee,2007104165,1993109188,000a00fa5a
2014105982,2014年4月9日,01087,180800,owner.netkeiba.com,ノーザンファーム,安平町,"
-
","


2億2,457万円 (中央)

",2014105982,201907030211,,1998101554,000a00033a,000a000334,000a010cac,000a001a98,000a010cab
2015101599,2015年4月22日,01044,003060,811540,日高町,"
-
","


1億6,578万円 (中央)

",24戦6勝 [6-3-1-14],201908050812,2019101873,2017106573,000a010c92,000a0022e1,000a010c81,000a0127f9,000a011d04,000a012798
2015102377,2015年3月6日,00438,619800,253025,新ひだか町,"
-
","


5億8,435万円 (中央)

",26戦11勝 [11-3-1-11],202107020611,2017102385,2014101093,2008103552,2001103460,1996107173,000a01250f,000a0116a1,000a00fd26
2015104322,2015年3月31日,01042,168006,393126,千歳市,"
-
","


3億40万円 (中央)

",26戦7勝 [7-5-4-10],202009020511,2017104748,2019104738,2002100816,000a00033a,000a0003a2,2007101512,1997110025,000a0066e5
2015104364,2015年4月4日,01135,758005,393126,千歳市,"
-
","


1億9,468万円 (中央)

",26戦4勝 [4-5-0-17],202107010211,2016105060,2014105530,2004102753,1994108729,1997103540,2008103040,1996106512,1993109739
2015104688,2015年2月21日,01002,506800,owner.netkeiba.com,ノーザンファーム,安平町,"
-
","


6億1,504万円 (中央)

",2015104688,201908050611,,1994108729,000a00033a,1988107344,2007103269,2001103460,1994109536
2015105461,2015年4月27日,01021,045803,233071,新ひだか町,"
-
","


1億7,114万円 (中央)

",28戦3勝 [3-1-2-22],202008040711,2013103999,2018103558,2002100816,000a00033a,000a0003a2,2004104138,1990109700,1991102625
2015110017,2015年4月1日,01002,005803,910703,米,"
-
","



3億8,629万円 (中央) /1,800万円 (地方)
",29戦7勝 [7-3-3-16],202007010811,000a0143fc,000a0149aa,000a011200,000a001be1,000a01120c,000a01366e,000a001ff2,000a01366d
2016103143,2016年4月14日,01139,835033,733356,日高町,"1,188万円 (2018年 JRAブリーズアップセール)
","


1億7,722万円 (中央)

",30戦6勝 [6-4-1-19],202001020611,2013100412,2018100466,000a0103b9,000a000178,000a01043c,2004101200,1998101516,1993109152
2016104435,2016年2月9日,01075,441007,373126,安平町,"5,616万円 (2016年 セレクトセール)
","


1億7,583万円 (中央)

",40戦5勝 [5-5-4-26],202106010211,2018104963,2017105248,2009105084,2002100816,000a0106a6,000a011dce,000a010a5f,000a011d6c
2016104721,2016年2月4日,01117,790005,373126,安平町,"
-
","


1億7,200万円 (中央)

",21戦4勝 [4-1-4-12],202008020211,2015104688,2019104525,2009106461,2001103038,1999106889,2007103269,2001103460,1994109536
2016104867,2016年1月30日,01137,619800,373126,安平町,"9,720万円 (2017年 セレクトセール)
","


4億190万円 (中央)

",18戦7勝 [7-1-1-9],201809050411,2017105597,2019105485,2002100816,000a00033a,000a0003a2,000a012104,000a011fae,000a0120b4
2017100043,2017年2月7日,01038,491030,103341,日高町,"
-
","


1億7,451万円 (中央)

",17戦4勝 [4-3-1-9],202009010311,2012101018,2019101270,2010105827,2002100816,000a00646f,2004110263,000a0022b9,000a010c44
2017105072,2017年2月2日,01151,506800,owner.netkeiba.com,社台コーポレーション白老ファーム,白老町,"
-
","


2億9,284万円 (中央)

",2017105072,202005020611,,2008103244,2002100816,1994109536,2008110005,000a01069b,000a01147a
2017105563,2017年3月15日,01149,486800,owner.netkeiba.com,ノーザンファーム,安平町,"
-
","


4億4,952万円 (中央)

",2017105563,201909050411,,2001103114,000a00033a,1988107320,000a012b0b,000a0129b9,000a0129ca
