race_id,rank,frame_number,horse_number,horse_id,sex_and_age,burden_weight,rider_id,goal_time,goal_time_dif,time_value,half_way_rank,last_time,odds,popular,horse_weight,tame_time,tamer_id,owner_id
202105010101,1,1,2,2018105460,牝3,54,05386,1:25.5,,"

**

",1-1,36.5,10.2,5,468(-4),"

",01017,808800
202105010101,2,2,4,2018101711,牝3,54,01170,1:25.6,3/4,"

**

",7-7,35.9,3.9,2,460(+4),"

",01127,818008
202105010101,3,2,3,2018104480,牝3,54,01117,1:26.1,3,"

**

",2-2,37.0,8.1,3,462(+2),"

",01145,316803
202105010101,4,4,8,2018100299,牝3,54,01075,1:26.3,1,"

**

",3-3,37.1,2.1,1,432(0),"

",01008,159033
202105010101,5,6,12,2018100601,牝3,54,01096,1:26.5,1.1/4,"

**

",4-5,37.1,13.0,6,420(-2),"

",01080,854800
202105010101,6,8,16,2018101484,牝3,54,00422,1:26.6,1/2,"

**

",4-3,37.4,16.1,7,432(-4),"

",01174,149002
202105010101,7,5,10,2018100688,牝3,54,01122,1:26.7,1,"

**

",4-5,37.4,8.6,4,454(0),"

",01023,003060
202105010101,8,7,13,2018101965,牝3,51,01184,1:26.9,3/4,"

**

",14-13,36.3,147.7,12,454(+8),"

",01088,440006
202105010101,9,8,15,2018103840,牝3,54,01135,1:27.4,3,"

**

",7-7,37.7,174.7,13,474(+14),"

",00437,629800
202105010101,10,1,1,2018101424,牝3,54,01134,1:27.4,ハナ,"

**

",10-9,37.4,219.6,15,462(+12),"

",01076,163002
202105010101,11,3,6,2018102840,牝3,54,01029,1:28.3,5,"

**

",15-14,37.4,104.8,8,498(+22),"

",01031,855030
202105010101,12,6,11,2018106320,牝3,54,00733,1:28.5,1.1/4,"

**

",12-11,38.2,119.2,10,500(+6),"

",00380,302800
202105010101,13,5,9,2018100689,牝3,54,01150,1:28.8,1.3/4,"

**

",11-11,38.5,111.2,9,432(+6),"

",00359,003060
202105010101,14,3,5,2018100498,牝3,54,01092,1:29.8,6,"

**

",9-9,39.9,136.6,11,434(-12),"

",01051,855030
202105010101,15,4,7,2018102435,牝3,54,01158,1:30.5,4,"

**

",12-14,39.7,218.0,14,432(-2),"

",01052,081700
202105010101,16,7,14,2018101552,牝3,54,01108,1:32.3,大,"

**

",16-16,40.5,220.0,16,404(+26),"

",01063,871006
202105010102,1,4,8,2018106085,牡3,56,00422,1:25.5,,"

**

",5-5,37.3,10.3,6,484(0),"

",01027,258033
202105010102,2,6,11,2018100574,牡3,56,01169,1:26.0,3,"

**

",1-1,38.2,6.8,2,506(0),"

",01094,515800
202105010102,3,2,3,2018110121,牡3,54,05339,1:26.1,1/2,"

**

",6-5,37.8,2.5,1,482(0),"

",01127,138007
202105010102,4,3,6,2018110068,牝3,54,01122,1:26.4,1.3/4,"

**

",13-13,36.9,9.3,5,458(0),"

",01157,994002
202105010102,5,6,12,2018100656,牝3,54,01043,1:26.5,3/4,"

**

",2-2,38.5,8.6,4,460(0),"

",01079,003060
202105010102,6,4,7,2018106015,牡3,56,01150,1:26.9,2.1/2,"

**

",8-8,38.1,137.1,14,526(0),"

",01156,464030
202105010102,7,3,5,2018106288,牡3,56,01119,1:27.2,1.1/2,"

**

",10-10,38.1,22.3,8,440(0),"

",01109,672030
202105010102,8,1,2,2018102815,セ3,56,01158,1:27.5,1.3/4,"

**

",8-8,38.7,74.4,12,472(0),"

",01047,603033
202105010102,9,5,9,2018104872,牡3,56,01134,1:27.5,クビ,"

**

",14-14,37.4,91.4,13,474(0),"

",01054,831800
202105010102,10,7,13,2018103482,牡3,56,01075,1:27.6,1/2,"

**

",7-7,39.0,12.1,7,478(0),"

",01141,854800
202105010102,11,1,1,2018102210,牡3,53,01183,1:27.7,1/2,"

**

",10-10,38.5,28.3,9,450(0),"

",01074,018803
202105010102,12,8,15,2018101496,牡3,56,01068,1:28.0,2,"

**

",15-15,37.7,164.8,15,502(0),"

",01134,548009
202105010102,13,7,14,2018103124,牝3,54,00733,1:28.9,5,"

**

",4-2,40.8,6.8,3,452(0),"

",00428,464030
202105010102,14,8,16,2018102249,牡3,56,00689,1:29.1,1.1/4,"

**

",10-12,39.8,38.2,10,488(0),"

",01064,852030
202105010102,15,2,4,2018103968,牝3,54,01051,1:29.5,2.1/2,"

**

",2-2,41.4,63.8,11,492(0),"

",01035,832008
202105010102,16,5,10,2018106163,牝3,54,01135,1:30.4,5,"

**

",16-16,37.9,260.2,16,434(0),"

",01005,140030
202105010103,1,4,7,2018105671,牡3,56,01169,1:37.9,,"

**

",3-3,36.4,6.9,4,468(+2),"

",01027,270006
202105010103,2,6,11,2018105681,牡3,56,01122,1:37.9,クビ,"

**

",13-9,35.9,3.8,2,492(-2),"

",01056,270006
202105010103,3,5,10,2018105243,牡3,56,00733,1:38.2,1.3/4,"

**

",3-3,36.7,3.0,1,512(+10),"

",01118,165033
202105010103,4,7,13,2018103530,牡3,56,01096,1:38.5,2,"

**

",2-2,37.2,31.5,7,472(+10),"

",01080,201033
202105010103,5,2,4,2018103661,牡3,56,01158,1:38.8,1.1/2,"

**

",6-6,37.0,9.7,5,486(+4),"

",00423,321800
202105010103,6,6,12,2018101033,牡3,56,01092,1:39.0,1.1/4,"

**

",1-1,37.8,4.8,3,478(-2),"

",01153,735033
202105010103,7,3,6,2018102398,牡3,56,01029,1:39.0,クビ,"

**

",16-16,36.3,161.8,14,482(+6),"

",00421,523009
202105010103,8,2,3,2018102382,牡3,56,01162,1:39.0,クビ,"

**

",6-6,37.3,11.3,6,480(+6),"

",01106,214033
202105010103,9,4,8,2018104148,牡3,56,01150,1:39.0,ハナ,"

**

",11-11,36.9,62.5,9,466(0),"

",01076,432030
202105010103,10,1,2,2018106678,牡3,56,05525,1:39.3,1.3/4,"

**

",13-13,37.0,212.1,15,462(+2),"

",01056,163002
202105010103,11,8,16,2018101367,牡3,56,00689,1:40.0,4,"

**

",3-3,38.5,116.0,10,522(-8),"

",01114,892800
202105010103,12,8,15,2018104269,牡3,56,00422,1:40.1,1/2,"

**

",6-6,38.4,36.2,8,426(-8),"

",01171,564033
202105010103,13,1,1,2018103434,牡3,56,01051,1:40.4,1.3/4,"

**

",9-11,38.3,117.5,11,488(+4),"

",01035,832008
202105010103,14,5,9,2018103080,牡3,56,01043,1:40.6,1.1/2,"

**

",9-9,38.7,122.4,12,476(+2),"

",01086,735033
202105010103,15,3,5,2018106607,牡3,56,01135,1:40.8,3/4,"

**

",11-13,38.4,266.0,16,486(+2),"

",00428,629800
202105010103,16,7,14,2018103256,牡3,53,01183,1:41.0,1.1/4,"

**

",15-15,38.5,137.0,13,510(-12),"

",00405,527030
202105010104,1,6,9,2018100821,牡3,56,05212,1:36.7,,"

**

",1-1,35.7,32.0,7,522(-4),"

",00412,224007
202105010104,2,7,11,2018110064,牡3,56,05339,1:36.7,クビ,"

**

",7-2,35.6,1.2,1,500(+8),"

",01038,506800
202105010104,3,6,8,2018104145,牡3,56,01169,1:37.0,1.1/2,"

**

",7-6,35.6,38.0,8,500(+4),"

",00436,689002
202105010104,4,1,1,2018106467,牝3,54,01122,1:37.2,1.1/2,"

**

",5-5,35.9,12.0,3,500(+8),"

",01088,536800
202105010104,5,5,7,2018100219,牝3,54,00684,1:37.4,1,"

**

",10-9,35.7,10.7,2,478(0),"

",00435,686006
202105010104,6,3,3,2018104424,牡3,56,01075,1:37.6,1.1/4,"

**

",9-9,36.0,40.3,9,458(0),"

",01023,515800
202105010104,7,7,10,2018103872,牡3,56,01158,1:37.8,1.1/4,"

**

",3-2,36.7,91.9,12,464(-6),"

",00405,872006
202105010104,8,4,4,2018104286,牡3,56,05386,1:37.9,1/2,"

**

",11-11,36.0,26.5,6,532(-6),"

",00405,842033
202105010104,9,4,5,2018106613,牡3,56,01096,1:37.9,クビ,"

**

",5-6,36.5,17.1,4,516(+8),"

",01038,629800
202105010104,10,8,13,2018103755,牝3,54,01117,1:38.0,クビ,"

**

",13-11,36.0,172.6,13,460(0),"

",01043,163002
202105010104,11,2,2,2018105762,牡3,56,01043,1:38.0,ハナ,"

**

",3-6,36.6,18.9,5,464(+4),"

",01051,864009
202105010104,12,8,12,2018106144,牡3,56,00726,1:38.0,ハナ,"

**

",2-2,36.9,66.5,10,480(-2),"

",01024,209800
202105010104,13,5,6,2018101704,牡3,56,05525,1:38.0,クビ,"

**

",12-11,36.0,74.4,11,484(+4),"

",01107,161006
202105010107,1,4,8,2016104243,牡5,57,01150,1:23.9,,"

**

",10-9,35.9,104.0,13,566(+12),"

",01038,786033
202105010107,2,2,4,2015104870,牝6,55,05339,1:24.2,1.3/4,"

**

",4-5,36.7,2.8,1,492(-2),"

",01177,790005
202105010107,3,5,9,2017102178,牝4,54,00641,1:24.3,1/2,"

**

",10-9,36.3,6.4,3,414(+4),"

",01012,855030
202105010107,4,3,6,2016102777,牡5,57,00663,1:24.4,クビ,"

**

",6-6,36.7,11.7,5,514(+4),"

",01010,247030
202105010107,5,6,11,2017110028,セ4,56,01170,1:24.7,2,"

**

",2-2,38.0,19.1,8,444(+6),"

",01127,003060
