horse_id,bday,tame_id,owner_id,producer_id,production area,auction price,winnings,lifetime record,wined race title,inbreeding-1,inbreeding-2,father,faths father,faths mother,mother,moths father,moths mother
2002110074,2002年5月18日,01048,431800,550863,愛,"
-
","


3億4,154万円 (中央)

",61戦5勝 [5-8-7-41],200507030711,2003110100,2005110132,000a001f34,000a001b87,000a00a139,000a00fefb,000a001e23,000a00fefa
2003105475,2003年4月18日,00208,929006,800305,静内町,"
-
","


2億832万円 (中央)

",52戦6勝 [6-4-5-37],200806030611,2002105288,1999100997,000a00007c,000a00185a,000a00ac5e,1993101268,000a00033a,000a0063d8
2003106278,2003年3月25日,01092,788800,630393,門別町,"
-
","


2億2,189万円 (中央)

",56戦9勝 [9-3-3-41],200910030210,2004105779,,1989108341,1982101222,1984104366,1997106506,000a0001a7,1988106083
2003110212,2003年9月24日,01070,138007,190878,豪,"
-
","


7億8,530万円 (中央)

",31戦12勝 [12-4-3-12],201007020811,2006110146,2010104114,1992109618,000a00033a,000a00021e,000a006843,000a001617,000a0084de
2004102812,2004年5月17日,01028,415800,owner.netkeiba.com,社台コーポレーション白老ファーム,白老町,"
-
","


1億9,685万円 (中央)

",2004102812,201008040810,,1989108341,1982101222,1984104366,000a000176,000a001676,000a009bb5
2004103336,2004年5月12日,01079,415800,owner.netkeiba.com,社台ファーム,千歳市,"
-
","



1億8,383万円 (中央) /105万円 (地方)
",2004103336,200906020311,,1998101554,000a00033a,000a000334,000a006146,000a001785,000a008597
2004106583,2004年3月10日,00345,185800,800366,平取町,"
-
","


3億3,657万円 (中央)

",32戦7勝 [7-8-2-15],200909010211,2010100095,2008106403,1993190010,000a001b87,000a00abc0,000a006686,000a002088,000a00a973
2005101397,2005年2月13日,00409,331002,230042,浦河町,"
-
","


1億2,509万円 (中央)

",35戦4勝 [4-3-1-27],200805010411,2004103494,2008102018,000a00fa35,000a0022a2,000a00faaf,000a0066de,000a002116,000a00ac48
2005102294,2005年2月27日,00244,758005,393126,千歳市,"
-
","


1億6,774万円 (中央)

",17戦6勝 [6-1-2-8],201008060711,2007102807,2014105543,1989108341,1982101222,1984104366,1997103424,1983109006,1984101441
2005103763,2005年5月25日,01087,547800,owner.netkeiba.com,槇本牧場,門別町,"
-
","



9,451万円 (中央) /1億4,192万円 (地方)
",2005103763,201043110309,,1994109686,000a001a8f,000a00039b,1984103836,000a0004ec,1955104244
2005110172,2005年2月16日,01028,785800,560886,米,"
-
","



2億9,739万円 (中央) /168万円 (地方)
",31戦6勝 [6-3-3-19],201008060611,2009110011,,000a0021d8,000a001a98,000a0086fe,000a010f49,000a0015c6,000a010f48
2006100529,2006年4月11日,01039,839004,890540,浦河町,"
-
","


3億220万円 (中央)

",23戦6勝 [6-3-3-11],200905020611,2007102214,2014101418,1998101554,000a00033a,000a000334,2000102239,1993109220,1988101334
2006102822,2006年2月5日,00138,415800,owner.netkeiba.com,社台コーポレーション白老ファーム,白老町,"
-
","


4億9,621万円 (中央)

",2006102822,201109060511,,1999110099,000a0016f2,000a00b2b6,1997103579,000a00193b,000a0065ee
2006103025,2006年4月3日,01062,015008,393126,千歳市,"
-
","


2億6,725万円 (中央)

",26戦5勝 [5-2-2-17],200909010611,2013105582,2009105903,1998190004,000a001bde,000a00fe75,000a010b6d,000a010a16,000a010a22
2006105511,2006年5月21日,00386,180800,owner.netkeiba.com,下河辺牧場,日高町,"
-
","


3億3,978万円 (中央)

",2006105511,201405020711,,1994109686,000a001a8f,000a00039b,000a006898,000a001a98,000a00b2fe
2007105543,2007年3月22日,00438,601006,913124,日高町,"
-
","



3億1,244万円 (中央) /1,200万円 (地方)
",30戦5勝 [5-5-3-17],201009040210,2008105584,2001106161,1989108341,1982101222,1984104366,000a0067f5,000a0017b0,000a00b200
