horse_id,bday,tamer_id,owner_id,producer_id,production_area,auction_price,winnings,lifetime_record,wined_race_title,inbreeding_1,inbreeding_2,father,faths_father,faths_mother,mother,moths_father,moths_mother
2004110153,2004年3月25日,00386,124008,540889,米,"
-
","


1億7,954万円 (中央)

",42戦3勝 [3-7-2-30],200706020811,2007103402,2008103387,000a001c5e,000a001340,000a0085ee,000a0105c5,000a0104d8,000a0104f7
2005100097,2005年4月4日,01085,660007,230071,静内町,"
-
","



6,048万円 (中央) /9億3,025万円 (地方)
",34戦23勝 [23-4-1-6],201043110310,1995101273,2002105650,1999106689,000a00033a,000a0065ef,1988102419,000a000227,1980106180
2005101397,2005年2月13日,00409,331002,230042,浦河町,"
-
","


1億2,509万円 (中央)

",35戦4勝 [4-3-1-27],200805010411,2004103494,2008102018,000a00fa35,000a0022a2,000a00faaf,000a0066de,000a002116,000a00ac48
2005101710,2005年3月30日,01046,561009,010056,浦河町,"
-
","



1億8,420万円 (中央) /700万円 (地方)
",27戦5勝 [5-2-5-15],200808020611,,,1998101516,000a00033a,1987103805,1997104327,000a0000d1,1982103101
2005101851,2005年4月30日,01090,772002,530373,鵡川町,"
-
","


1億9,976万円 (中央)

",25戦5勝 [5-3-2-15],201004020811,1999106356,2003103122,1987105368,1977103827,1977103642,1993108779,000a00004c,1981100723
2005102216,2005年4月5日,00427,415800,owner.netkeiba.com,社台ファーム,千歳市,"
-
","


3億8,097万円 (中央)

",2005102216,200806030811,NaN,1998101516,000a00033a,1987103805,1997103456,1983109006,1990109701
2005102236,2005年4月9日,01012,415800,owner.netkeiba.com,社台ファーム,千歳市,"
-
","


1億7,362万円 (中央)

",2005102236,200906030411,NaN,1999106689,000a00033a,000a0065ef,1984101441,000a0003bd,1976106553
2005102307,2005年4月14日,00343,430006,393126,千歳市,"5,460万円 (2005年 セレクトセール)
","


1億2,905万円 (中央)

",13戦2勝 [2-3-0-8],200708040809,2001107662,2004103225,1995103211,000a00033a,1987101495,1991107074,000a0002a6,000a006146
2005102469,2005年2月16日,01051,851009,370126,早来町,"4,515万円 (2006年 セレクトセール)
","


1億961万円 (中央)

",44戦3勝 [3-4-3-34],200705050511,2003102803,2006103158,000a000006,000a000134,000a008661,1996107424,000a00033a,1986105050
2005102491,2005年1月31日,01011,708800,370126,早来町,"
-
","


1億5,122万円 (中央)

",10戦2勝 [2-5-1-2],200808010209,2002100997,2003102823,1998110135,000a00013a,000a000071,1998102634,1990102314,1984104684
2005102554,2005年3月27日,00412,654030,370126,早来町,"3,045万円 (2005年 セレクトセール)
","



1億2,780万円 (中央) /25万円 (地方)
",53戦5勝 [5-7-4-37],200704030109,2007103211,2019101179,1999100226,000a000082,1988105774,1999107036,000a00033a,1987105663
2005102570,2005年2月15日,00343,708800,370126,早来町,"7,770万円 (2006年 セレクトセール)
","


9,635万円 (中央)

",29戦3勝 [3-2-3-21],200809010710,2006103254,2008103212,1998101516,000a00033a,1987103805,000a00683a,000a001c1d,000a00b25a
2005103246,2005年3月25日,01005,331006,210357,門別町,"420万円 (2006年 北海道サマーセール)
","


7,300万円 (中央)

",21戦2勝 [2-2-0-17],200805020511,2007105629,2009102560,1993103280,000a00033a,1986106441,1999103673,000a0000b0,1991109872
2005104078,2005年4月28日,01009,312007,130090,三石町,"2,415万円 (2005年 セレクトセール)
","


3,981万円 (中央)

",20戦2勝 [2-0-1-17],200701020711,1999104679,2011101189,1998101554,000a00033a,000a000334,000a00668d,000a00184b,000a009c52
2005105009,2005年6月4日,01028,542800,owner.netkeiba.com,コスモヴューファーム,新冠町,"
-
","


8,606万円 (中央)

",2005105009,200808010411,NaN,1997110025,000a00193b,000a00abee,1996107343,000a00033a,1990104577
2005105373,2005年2月17日,00110,513800,830464,新冠町,"
-
","



5,504万円 (中央) /160万円 (地方)
",23戦2勝 [2-1-1-19],200709050711,2004100661,2001102127,1992109618,000a00033a,000a00021e,1995108584,000a0017b2,000a009d55
2005105526,2005年4月27日,00119,546800,owner.netkeiba.com,ビッグレッドファーム,新冠町,"
-
","


2億775万円 (中央)

",2005105526,200806020411,NaN,000a000082,000a0012cb,000a00877c,1995109038,000a001dcf,000a00a7bd
2005105718,2005年5月2日,00388,248005,830317,新冠町,"525万円 (2006年 北海道オータムセール)
","


3,748万円 (中央)

",11戦2勝 [2-1-1-7],200808020409,2007103656,2002107110,000a0000b0,000a0000cc,000a009614,1996101366,000a000311,1981105650
2005106738,2005年3月8日,01005,229002,340374,鵡川町,"
-
","



3億8,498万円 (中央) /50万円 (地方)
",58戦5勝 [5-5-6-42],200806020811,2008102351,2009105484,1999100226,000a000082,1988105774,1998101037,000a00033a,1987105754
2006101251,2006年2月23日,00399,794002,430129,静内町,"
-
","



4,846万円 (中央) /539万円 (地方)
",125戦29勝 [29-14-12-70],200906020309,2007100569,2009103889,1998110135,000a00013a,000a000071,1996105097,000a00033a,1977100595
2006101669,2006年2月7日,00427,441007,800307,静内町,"4,410万円 (2006年 セレクトセール)
","


8,950万円 (中央)

",22戦3勝 [3-4-1-14],201009010809,2003105620,2012103707,1999110099,000a0016f2,000a00b2b6,1994102349,000a000d6b,000a006360
2006102061,2006年2月28日,01099,523005,733013,浦河町,"
-
","


1億2,957万円 (中央)

",40戦3勝 [3-3-4-30],200807030210,2003102003,2005106166,1998101554,000a00033a,000a000334,000a0067f0,000a001c1d,000a00b248
2006102424,2006年4月5日,00409,679003,930368,むかわ町,"1,050万円 (2007年 セレクトセール)
","


2億9,324万円 (中央)

",15戦5勝 [5-3-0-7],201009030410,2004102404,2007102346,1994108729,000a00033a,1988107344,1998100446,000a000d6c,1991105908
2006102859,2006年5月22日,01059,486800,owner.netkeiba.com,社台コーポレーション白老ファーム,白老町,"
-
","


2億5,373万円 (中央)

",2006102859,201106040211,NaN,2001103460,000a001d7e,000a00680e,000a00fed6,000a001fd8,000a009d80
2006102877,2006年3月2日,01048,415800,owner.netkeiba.com,社台ファーム,千歳市,"
-
","



1億843万円 (中央) /5,050万円 (地方)
",2006102877,200950050610,NaN,2001103460,000a001d7e,000a00680e,1996107187,000a00033a,1990109701
2006102923,2006年2月5日,01008,897009,393126,千歳市,"
-
","


2億5,783万円 (中央)

",26戦4勝 [4-4-1-17],201009020710,2004103160,2013105847,1995103211,000a00033a,1987101495,1997103429,000a0015fc,000a0000ac
2006103018,2006年3月26日,01022,415800,owner.netkeiba.com,社台ファーム,千歳市,"
-
","


1億396万円 (中央)

",2006103018,201009050610,NaN,1999110099,000a0016f2,000a00b2b6,1997103413,1983109006,000a00625d
2006103140,2006年3月11日,01017,399030,370126,早来町,"
-
","


3億4,332万円 (中央)

",10戦5勝 [5-1-0-4],200905030410,2018104883,2010104015,2000101426,000a00033a,000a000285,2001103378,000a0022ae,000a00683a
2006103192,2006年4月11日,01053,486800,owner.netkeiba.com,ノーザンファーム,安平町,"
-
","


2億2,943万円 (中央)

",2006103192,200905050711,NaN,1995103211,000a00033a,1987101495,1994109164,000a0000cc,1987104537
2006103218,2006年3月9日,01066,226800,owner.netkeiba.com,ノーザンファーム,早来町,"
-
","


1億246万円 (中央)

",2006103218,200808040311,NaN,1998101786,1983109006,000a00657c,1999106955,1993190001,000a0064f1
2006103308,2006年4月13日,01061,226800,owner.netkeiba.com,ノーザンファーム,安平町,"
-
","


2億3,247万円 (中央)

",2006103308,200906030811,NaN,2000101426,000a00033a,000a000285,000a006412,000a00185d,000a008c5a
2006103534,2006年4月20日,00339,760008,633093,新ひだか町,"735万円 (2006年 北海道オータムセール)
","



7,399万円 (中央) /340万円 (地方)
",78戦5勝 [5-7-5-61],200808050709,2001100895,1999104755,1993190010,000a001b87,000a00abc0,1987100878,1979101744,1980106128
2006103783,2006年5月13日,01074,716800,201025,新ひだか町,"
-
","



6,740万円 (中央) /720万円 (地方)
",26戦6勝 [6-2-5-13],200801010610,2012100389,2007103728,000a000d4c,000a001607,000a008e2f,2000107066,1993190001,1994100197
2006104732,2006年4月14日,01073,041002,830464,新冠町,"
-
","


1億2,598万円 (中央)

",10戦4勝 [4-0-0-6],200908030510,2017101423,2005105381,1998101554,000a00033a,000a000334,1996103011,1982101222,000a0063da
2006104938,2006年4月24日,00224,859007,330316,新冠町,"1,543万円 (2007年 北海道セレクションセール)
","


9,952万円 (中央)

",9戦2勝 [2-2-1-4],200908010411,2007104979,2017102028,1998101554,000a00033a,000a000334,000a010566,000a001d7e,000a0091cb
2006106190,2006年4月27日,01099,363800,901427,日高町,"588万円 (2007年 北海道オータムセール)
","



1億5,387万円 (中央) /728万円 (地方)
",54戦5勝 [5-4-7-38],200906010611,,,1993109219,000a00033a,000a000087,2001110244,000a00fc42,000a0000ea
2006106430,2006年4月30日,00345,023006,930021,新ひだか町,"2,730万円 (2008年 JRAブリーズアップセール)
","


2億3,168万円 (中央)

",13戦4勝 [4-1-3-5],200806050611,2019103144,2015102487,1995108676,000a0019b4,000a00a4b9,1998103988,000a00033a,1988105653
2007100567,2007年2月20日,01071,414030,433129,新ひだか町,"6,930万円 (2007年 セレクトセール)
","



1億9,166万円 (中央) /5,825万円 (地方)
",35戦6勝 [6-2-7-20],201050050410,2010103004,2011102269,000a000082,000a0012cb,000a00877c,000a0105cc,000a001bea,000a01050c
2007100727,2007年5月20日,01044,287002,903088,新ひだか町,"
-
","


3億9,560万円 (中央)

",21戦4勝 [4-6-3-8],201108030411,2011102417,2012103366,1998101554,000a00033a,000a000334,1998104689,000a0001d4,000a000208
2007101163,2007年5月5日,01080,217030,530009,様似町,"
-
","


3億4,432万円 (中央)

",42戦5勝 [5-7-3-27],201008010311,2006100124,2005101221,1998101554,000a00033a,000a000334,1997100148,000a000148,1993106507
2007102537,2007年2月13日,00349,321009,500380,苫小牧市,"
-
","


6,866万円 (中央)

",9戦3勝 [3-2-0-4],201005010411,2017104570,2015104006,1998101554,000a00033a,000a000334,2000105411,000a000013,1990109129
2007102829,2007年3月25日,00423,587008,393126,千歳市,"
-
","


2億8,502万円 (中央)

",38戦8勝 [8-6-4-20],201203030611,2006102993,2009105849,1998101786,1983109006,000a00657c,1998101569,000a00033a,1988107320
2007102913,2007年2月19日,01055,234008,393126,千歳市,"4,725万円 (2007年 セレクトセール)
","


1億2,745万円 (中央)

",25戦4勝 [4-4-0-17],201008020611,2014105671,2006103061,2000101426,000a00033a,000a000285,2001103180,1983109006,1987105586
2007102923,2007年3月31日,01053,297002,300126,千歳市,"
-
","


5億9,595万円 (中央)

",15戦8勝 [8-1-2-4],201006050810,1999110191,2001103189,2000101426,000a00033a,000a000285,000a00039f,000a001c1d,000a00ae6e
2007102951,2007年3月27日,01055,318033,393126,千歳市,"
-
","


7億5,607万円 (中央)

",27戦6勝 [6-3-7-11],201005030410,2009106005,2013105679,000a0022d2,000a001d7e,000a009786,000a010eb7,1989109107,000a010e34
2007103034,2007年3月12日,01070,415800,owner.netkeiba.com,社台コーポレーション白老ファーム,白老町,"
-
","


1億6,387万円 (中央)

",2007103034,201005040211,NaN,1999110099,000a0016f2,000a00b2b6,1998101684,1992109618,1988107300
2007103142,2007年4月8日,01071,226800,owner.netkeiba.com,ノーザンファーム,安平町,"
-
","


2億3,035万円 (中央)

",2007103142,201208040911,NaN,1998101516,000a00033a,1987103805,000a010633,000a00035c,000a0003a2
2007103392,2007年3月30日,00348,226800,owner.netkeiba.com,ノーザンファーム,安平町,"
-
","


6,980万円 (中央)

",2007103392,201008010209,NaN,1995103211,000a00033a,1987101495,1997190001,000a00185c,000a00b1c6
2007103394,2007年4月22日,00208,270006,373126,安平町,"2,100万円 (2008年 セレクトセール)
","



9,482万円 (中央) /6,722万円 (地方)
",55戦10勝 [10-3-4-38],201242101011,1998101860,2006103422,1999107052,000a00035e,1990104462,000a0065b9,000a001cd6,000a0001b6
2007103404,2007年5月10日,00343,226800,owner.netkeiba.com,ノーザンファーム,安平町,"
-
","


6億9,466万円 (中央)

",2007103404,201005050810,NaN,2001103460,000a001d7e,000a00680e,1998101861,000a00033a,1993109285
2007103679,2007年5月22日,01062,331007,533023,新ひだか町,"472万円 (2008年 北海道サマーセール)
","


6,641万円 (中央)

",19戦3勝 [3-1-4-11],201009010209,1999102229,2001105478,1997105461,000a00033a,1990109129,1993101571,000a000d6b,1987100877
2007104975,2007年2月25日,00395,078006,000316,新冠町,"
-
","



2億879万円 (中央) /110万円 (地方)
",46戦3勝 [3-4-3-36],201008030510,2012100779,2009105239,1998101554,000a00033a,000a000334,2001103425,000a00010f,1991106877
2007105128,2007年3月6日,01003,533006,400340,新冠町,"
-
","


4,459万円 (中央)

",27戦2勝 [2-3-1-21],200907040210,2012100936,2008105159,1996110113,000a002085,000a000296,2002102055,1989108341,1988107934
2007106723,2007年4月28日,01006,321800,owner.netkeiba.com,アイオイファーム,浦河町,"
-
","


1億449万円 (中央)

",2007106723,200901021109,NaN,1998101554,000a00033a,000a000334,2001102788,000a001c5e,000a0067f6
2007110020,2007年1月22日,01083,951005,410888,米,"
-
","


2億8,919万円 (中央)

",19戦4勝 [4-4-0-11],201108060611,000a011db1,000a013c95,000a0022e1,000a001a98,000a00b518,000a011347,000a00185d,000a011346
2008102621,2008年4月17日,01053,415800,owner.netkeiba.com,追分ファーム,安平町,"
-
","


1億531万円 (中央)

",2008102621,201306010210,NaN,2001103038,000a00033a,1990104626,000a0002aa,000a001a98,000a00b683
2008102636,2008年5月14日,01071,226800,owner.netkeiba.com,社台コーポレーション白老ファーム,白老町,"
-
","


13億4,408万円 (中央)

",2008102636,201106050810,NaN,1994108729,000a00033a,1988107344,1997103540,1987107235,1986104911
2008102652,2008年3月30日,01028,096007,341126,白老町,"1,260万円 (2009年 セレクトセール)
","


4億665万円 (中央)

",30戦6勝 [6-2-3-19],201208050611,2013105318,2017105105,1992109618,000a00033a,000a00021e,1999106898,1993190001,000a006556
2008102708,2008年1月11日,01031,415800,owner.netkeiba.com,社台コーポレーション白老ファーム,白老町,"
-
","


1億1,399万円 (中央)

",2008102708,201106040411,NaN,1994108729,000a00033a,1988107344,2000101506,1987107235,000a006532
2008102819,2008年2月9日,01053,708800,393126,千歳市,"
-
","


1億2,773万円 (中央)

",33戦5勝 [5-5-3-20],201108010710,1999106738,2009105771,2002100816,000a00033a,000a0003a2,1992190002,000a001ef1,000a009fb4
2008102875,2008年3月24日,01055,619800,393126,千歳市,"4,515万円 (2008年 セレクトセール)
","



5,846万円 (中央) /234万円 (地方)
",63戦8勝 [8-7-4-44],201109010810,2010103780,2007102799,1998101786,1983109006,000a00657c,1998101650,000a00033a,000a00021e
2008102985,2008年4月21日,01055,270006,393126,千歳市,"
-
","


4億6,097万円 (中央)

",25戦4勝 [4-5-6-10],201308050611,2009105961,2007102912,2002100816,000a00033a,000a0003a2,000a010abb,000a001ccd,000a0109e4
2008103004,2008年4月25日,01011,415800,owner.netkeiba.com,社台ファーム,千歳市,"
-
","


3億5,113万円 (中央)

",2008103004,201309050211,NaN,2001103460,000a001d7e,000a00680e,1996107183,000a00033a,000a00648c
2008103056,2008年2月22日,00261,758005,393126,千歳市,"
-
","


4,423万円 (中央)

",8戦3勝 [3-0-0-5],201109010209,2013105722,2015104610,1998101554,000a00033a,000a000334,000a010649,000a00223f,000a010589
2008103212,2008年4月12日,00411,675030,373126,安平町,"5,880万円 (2009年 セレクトセール)
","



1億7,602万円 (中央) /1億4,085万円 (地方)
",28戦10勝 [10-4-3-11],201442052811,2006103254,2005102570,1998101516,000a00033a,1987103805,000a00683a,000a001c1d,000a00b25a
2008103281,2008年2月28日,01071,708800,373126,安平町,"7,875万円 (2008年 セレクトセール)
","


1億6,091万円 (中央)

",22戦6勝 [6-5-3-8],201305020111,2010104256,2006103324,2001103460,000a001d7e,000a00680e,1998101836,000a00033a,000a00654f
2008103326,2008年1月29日,01086,760008,373126,安平町,"1億5,225万円 (2009年 セレクトセール)
","


8,634万円 (中央)

",21戦1勝 [1-5-4-11],201005050403,2003102991,2009106341,000a00fd4c,000a0000d1,000a00fd7f,1998101750,000a00033a,000a0001b4
2008103390,2008年4月29日,00356,785800,993201,安平町,"3,150万円 (2010年 JRAブリーズアップセール)
","


1億1,045万円 (中央)

",20戦5勝 [5-1-1-13],201109020512,2006103203,2013105869,000a00fd4c,000a0000d1,000a00fd7f,000a00fe37,000a00fdbc,000a00fe36
2008103548,2008年2月19日,01071,619800,253025,新ひだか町,"
-
","


3億2,907万円 (中央)

",26戦5勝 [5-3-7-11],201306010711,2005104225,2009101523,2002100816,000a00033a,000a0003a2,1997110261,000a001cd0,000a00ae0c
2008104316,2008年3月6日,00425,350002,700331,新冠町,"
-
","


1億916万円 (中央)

",40戦4勝 [4-3-4-29],201001020711,2011104610,2009104514,2000101426,000a00033a,000a000285,1999104261,1991108889,1993109511
2008104881,2008年3月27日,01076,099007,000319,新冠町,"
-
","



1,604万円 (中央) /3,900万円 (地方)
",12戦3勝 [3-1-0-8],201045121510,2004100730,2010105893,1995108676,000a0019b4,000a00a4b9,1999104317,000a0000cc,1987102415
2008105362,2008年3月24日,00409,679003,203347,日高町,"1,050万円 (2009年 セレクトセール)
","


3億784万円 (中央)

",37戦6勝 [6-5-1-25],201206040711,2005102919,2002105721,1994108729,000a00033a,1988107344,1996102218,1986109001,1984105747
2008105758,2008年2月24日,01039,003060,811540,日高町,"
-
","


5,338万円 (中央)

",8戦1勝 [1-1-3-3],201010030804,2014102146,2018103677,1998101516,000a00033a,1987103805,000a010ab0,1992190005,000a00fd74
2009100777,2009年4月25日,01062,523005,400018,浦河町,"
-
","


1億4,496万円 (中央)

",28戦5勝 [5-4-3-16],201505010410,2015103340,2006102295,2001103114,000a00033a,1988107320,000a00fecb,000a0016f2,000a00fe2a
2009101347,2009年4月8日,01103,948006,900052,浦河町,"871万円 (2011年 JRAブリーズアップセール)
","


7,923万円 (中央)

",24戦3勝 [3-2-0-19],201104040811,2017103174,2008102279,1999107004,000a00033a,1982101939,2002104194,000a0000df,1988104640
2009102372,2009年4月13日,a024a,x07bf9,633355,日高町,"
-
","



1億1,021万円 (中央) /82万円 (地方)
",62戦5勝 [5-5-2-50],201208010609,2004105494,2010100387,2001103460,000a001d7e,000a00680e,1997106275,000a00033a,000a00640d
2009102644,2009年4月13日,00438,003060,811540,日高町,"
-
","



7,441万円 (中央) /140万円 (地方)
",36戦4勝 [4-2-2-28],201108050709,2014102175,2017101857,2003102991,000a00010f,1998101750,000a011233,000a0022d0,000a010f77
2009102739,2009年3月6日,01105,882800,403394,日高町,"
-
","


13億9,776万円 (中央)

",28戦13勝 [13-3-2-10],201206050810,2011100651,2015101700,1994108729,000a00033a,1988107344,1998106155,1987107235,1987106268
2009104631,2009年3月11日,00412,546800,owner.netkeiba.com,小泉牧場,新冠町,"504万円 (2009年 北海道オータムセール)
","


8,818万円 (中央)

",2009104631,201101010609,NaN,1997110179,000a0016eb,000a00010c,1996101185,1987105368,1990102842
2009105084,2009年5月8日,01075,226800,owner.netkeiba.com,パカパカファーム,新冠町,"3,255万円 (2009年 セレクトセール)
","


2億9,205万円 (中央)

",2009105084,201205021210,NaN,2002100816,000a00033a,000a0003a2,000a0106a6,000a01056b,000a00687e
2009105185,2009年2月17日,01036,716800,710303,新冠町,"
-
","


9,016万円 (中央)

",16戦3勝 [3-1-0-12],201206020411,2011105235,2014100731,000a010a10,000a002109,000a00b187,2002103588,000a0000b0,000a0065fe
