horse_id,bday,tame_id,owner_id,producer_id,production area,auction price,winnings,lifetime record,wined race title,inbreeding-1,inbreeding-2,father,faths father,faths mother,mother,moths father,moths mother
2010100690,2010年4月18日,01016,003060,811540,日高町,"
-
","


2億3,963万円 (中央)

",51戦7勝 [7-3-8-33],201502010211,2009102663,2008105782,1998190003,000a001c1d,000a010a70,000a0111fb,000a0017d2,000a0111db
2013101042,2013年4月9日,01142,688006,733363,日高町,"
-
","


2億1,079万円 (中央)

",40戦7勝 [7-2-2-29],201910020811,2014102625,2016103788,1995104427,000a0000cc,000a0062e2,2007104165,1993109188,000a00fa5a
2013104230,2013年3月8日,00423,897009,033080,新ひだか町,"1,404万円 (2014年 セレクトセール)
","


3億3,657万円 (中央)

",42戦7勝 [7-7-2-26],201707020611,2005100375,2010102733,2003102991,000a00010f,1998101750,000a0106a5,000a00185a,000a00026e
2013105736,2013年3月11日,01008,931033,393126,千歳市,"2,160万円 (2015年 千葉サラブレッド・セール)
","


3億5,163万円 (中央)

",38戦8勝 [8-12-5-13],201801020411,2015104625,2017104988,2001103114,000a00033a,1988107320,000a011167,000a00fcdd,000a0110d0
2014110031,2014年3月31日,01075,005803,140871,米,"
-
","



4億2,171万円 (中央) /1,400万円 (地方)
",26戦7勝 [7-6-0-13],201805030211,2020110069,,000a01239b,000a00232b,000a0123ae,000a012d6c,000a000178,000a00b46a
2015100978,2015年4月11日,01142,291002,541334,日高町,"
-
","


1億7,712万円 (中央)

",35戦3勝 [3-8-1-23],202009040211,2013101315,2012100109,1998102595,1989108341,1989104335,2003100810,1995108558,1998107191
2015101621,2015年2月9日,00386,003060,811540,日高町,"
-
","


4億755万円 (中央)

",18戦7勝 [7-3-3-5],201906040911,2020103439,2016110016,000a011d04,000a00231f,000a011a13,000a012804,000a01098f,1993109848
2015102377,2015年3月6日,00438,619800,253025,新ひだか町,"
-
","


5億8,435万円 (中央)

",26戦11勝 [11-3-1-11],202107020611,2017102385,2014101093,2008103552,2001103460,1996107173,000a01250f,000a0116a1,000a00fd26
2015103057,2015年5月12日,00438,506800,owner.netkeiba.com,酒井牧場,浦河町,"3,240万円 (2016年 北海道セレクションセール)
","


4億6,043万円 (中央)

",2015103057,202209060711,,2008103552,2001103460,1996107173,2000103851,000a00033a,1994100472
2015104765,2015年2月25日,01017,172002,373126,安平町,"2,376万円 (2016年 セレクトセール)
","


3億6,728万円 (中央)

",17戦7勝 [7-1-3-6],201905020811,2016104750,2011103837,000a011996,000a010a5f,000a011903,2003103047,1998110135,1997103725
2015105064,2015年1月15日,01126,226800,owner.netkeiba.com,ノーザンファーム,安平町,"
-
","


3億5,244万円 (中央)

",2015105064,201808050611,,2008103552,2001103460,1996107173,2005102452,1998190004,1995106674
2015110017,2015年4月1日,01002,005803,910703,米,"
-
","



3億8,629万円 (中央) /1,800万円 (地方)
",29戦7勝 [7-3-3-16],202007010811,000a0143fc,000a0149aa,000a011200,000a001be1,000a01120c,000a01366e,000a001ff2,000a01366d
2015110102,2015年3月27日,05734,045803,100877,米,"
-
","


2億3,377万円 (中央)

",28戦6勝 [6-6-4-12],202107011011,,,000a011157,000a0022e1,000a011183,000a013a2b,000a00fcd8,000a013a2a
2016102044,2016年5月20日,01072,730002,830014,浦河町,"864万円 (2017年 北海道サマーセール)
","


1億988万円 (中央)

",23戦5勝 [5-2-0-16],202008010311,2014103404,2013103629,2008102985,2002100816,000a010abb,2001100557,1993109188,1991100559
2016103690,2016年3月17日,01041,970006,703322,日高町,"
-
","


1億7,114万円 (中央)

",29戦3勝 [3-2-2-22],202107030810,2013100975,2015102013,2004103328,1995108676,1993109144,2006106125,000a0000e9,1994103713
2016104532,2016年1月24日,00386,226800,owner.netkeiba.com,ノーザンファーム,安平町,"
-
","


10億7,381万円 (中央)

",2016104532,202005030211,,2002100816,000a00033a,000a0003a2,000a01205e,000a011248,000a012026
2016104721,2016年2月4日,01117,790005,373126,安平町,"
-
","


1億7,200万円 (中央)

",21戦4勝 [4-1-4-12],202008020211,2015104688,2019104525,2009106461,2001103038,1999106889,2007103269,2001103460,1994109536
2016104787,2016年4月5日,01092,486800,owner.netkeiba.com,ノーザンファーム,安平町,"
-
","


1億2,919万円 (中央)

",2016104787,201907030811,,2008103552,2001103460,1996107173,2007103232,1995103211,2003102814
