horse_id,bday,tame_id,owner_id,producer_id,production area,auction price,winnings,lifetime record,wined race title,inbreeding-1,inbreeding-2,father,faths father,faths mother,mother,moths father,moths mother
2003106278,2003年3月25日,01092,788800,630393,門別町,"
-
","


2億2,189万円 (中央)

",56戦9勝 [9-3-3-41],200910030210,2004105779,,1989108341,1982101222,1984104366,1997106506,000a0001a7,1988106083
2004101706,2004年4月2日,01110,609009,730036,浦河町,"
-
","



1億5,425万円 (中央) /56万円 (地方)
",100戦9勝 [9-7-13-71],200807020611,2003101712,2002102672,1995101767,000a00033a,000a0063b8,1995108875,000a001bd5,000a00a75a
2005104397,2005年3月5日,00430,033700,203025,三石町,"1,050万円 (2006年 北海道サマーセール)
","


1億7,210万円 (中央)

",42戦7勝 [7-3-3-29],200906030611,2006103788,2000105971,000a000013,000a001607,000a009232,000a006677,000a0016eb,000a00010c
2005106133,2005年4月24日,01049,515800,440033,浦河町,"
-
","


1億7,022万円 (中央)

",45戦7勝 [7-3-5-30],201009030610,2010104866,2001107391,1992109618,000a00033a,000a00021e,1992109539,000a000258,1982102006
2006100529,2006年4月11日,01039,839004,890540,浦河町,"
-
","


3億220万円 (中央)

",23戦6勝 [6-3-3-11],200905020611,2007102214,2014101418,1998101554,000a00033a,000a000334,2000102239,1993109220,1988101334
2006101287,2006年6月10日,00417,078800,943082,新ひだか町,"
-
","



6,001万円 (中央) /22万円 (地方)
",34戦5勝 [5-1-2-26],201102020311,2013104550,2009103929,1995104427,000a0000cc,000a0062e2,2000102384,000a0001a7,1985100827
2006102822,2006年2月5日,00138,415800,owner.netkeiba.com,社台コーポレーション白老ファーム,白老町,"
-
","


4億9,621万円 (中央)

",2006102822,201109060511,,1999110099,000a0016f2,000a00b2b6,1997103579,000a00193b,000a0065ee
2006103499,2006年3月16日,01075,796008,133090,三石町,"
-
","


2億1,646万円 (中央)

",41戦5勝 [5-4-3-29],200901010609,2011101188,2001100870,1997110025,000a00193b,000a00abee,1994108578,000a00033a,1983104058
2006103886,2006年5月10日,00438,695004,733027,新ひだか町,"1,260万円 (2006年 セレクトセール)
","


1億2,812万円 (中央)

",26戦6勝 [6-5-1-14],201110040611,2001101234,1997105644,2001103460,000a001d7e,000a00680e,1993109970,000a00176e,000a0094a8
2007101286,2007年3月6日,00356,785800,300033,浦河町,"
-
","


1億5,248万円 (中央)

",31戦6勝 [6-5-1-19],201208010311,2006101777,2012102269,1989108341,1982101222,1984104366,2001107374,000a000325,000a0066ea
2007101298,2007年3月8日,05222,951005,300033,浦河町,"
-
","



1億561万円 (中央) /173万円 (地方)
",34戦6勝 [6-5-3-20],201109020711,2009100231,2003101751,000a00013a,000a001849,000a00a946,1996100003,000a00033a,1984104909
2007102807,2007年3月31日,00438,869006,393126,千歳市,"2,625万円 (2007年 セレクトセール)
","


4億4,906万円 (中央)

",18戦9勝 [9-3-1-5],201106040811,2005102294,2014105543,1998110135,000a00013a,000a000071,1997103424,1983109006,1984101441
2007104807,2007年3月7日,01069,006030,500462,新冠町,"
-
","



2億3,837万円 (中央) /46万円 (地方)
",38戦9勝 [9-2-3-24],201209010211,2008104852,2017101858,1996106512,000a001bda,1991104457,1999106873,1993109219,000a00669b
2007105543,2007年3月22日,00438,601006,913124,日高町,"
-
","



3億1,244万円 (中央) /1,200万円 (地方)
",30戦5勝 [5-5-3-17],201009040210,2008105584,2001106161,1989108341,1982101222,1984104366,000a0067f5,000a0017b0,000a00b200
2008101031,2008年4月4日,05630,139006,813308,新ひだか町,"
-
","



3億1,148万円 (中央) /169万円 (地方)
",39戦10勝 [10-5-0-24],201505020711,2001104054,2016106387,2000102261,000a00033a,1987106591,1996105031,000a0015c6,000a00030e
2008101642,2008年5月11日,00395,560030,700014,浦河町,"
-
","


9,749万円 (中央)

",43戦4勝 [4-6-3-30],201208020711,2009100610,2005106280,1989108341,1982101222,1984104366,2000101300,1993109188,1988104949
2008103552,2008年3月11日,00438,170800,owner.netkeiba.com,ケイアイファーム,新ひだか町,"
-
","


6億6,995万円 (中央)

",2008103552,201305030211,,2001103460,000a001d7e,000a00680e,1996107173,000a001a98,000a00652e
2008105965,2008年4月30日,00343,031033,203398,日高町,"
-
","


1億3,426万円 (中央)

",23戦6勝 [6-2-3-12],201310020811,2013100783,2016103495,2001103038,000a00033a,1990104626,000a01069f,000a001d7e,000a0105dc
