race_id,rank,frame_number,horse_number,horse_id,sex_and_age,burden_weight,rider_id,goal_time,goal_time_dif,time_value,half_way_rank,last_time,odds,popular,horse_weight,tame_time,tamer_id,owner_id
201903010101,1,1,1,2016104642,牡3,53,01178,1:48.7,,"

**

",1-1-1-1,40.5,1.9,1,462(-2),"

",01086,051803
201903010101,2,7,12,2016104081,牡3,55,01162,1:50.2,9,"

**

",11-11-5-3,40.3,5.8,2,450(-10),"

",01116,013803
201903010101,3,8,14,2016105480,牡3,56,01009,1:50.6,2.1/2,"

**

",4-6-5-5,40.7,22.6,6,500(-6),"

",01090,854800
201903010101,4,5,8,2016101038,牡3,56,01092,1:50.8,1.1/4,"

**

",4-4-4-4,41.1,6.8,4,492(-8),"

",01074,089803
201903010101,5,4,7,2016105584,牡3,56,05243,1:51.0,1,"

**

",9-9-7-8,40.8,6.0,3,450(-8),"

",01065,870004
201903010101,6,2,2,2016100786,牝3,52,01161,1:51.4,2.1/2,"

**

",13-13-10-8,40.9,219.4,15,464(-16),"

",01090,070803
201903010101,7,5,9,2016103102,牝3,51,01174,1:51.4,クビ,"

**

",4-4-7-7,41.3,33.2,8,424(-4),"

",01038,041008
201903010101,8,4,6,2016105194,牡3,53,01164,1:51.7,2,"

**

",8-8-13-12,41.0,21.4,5,474(-18),"

",01153,010803
201903010101,9,2,3,2016102241,牡3,55,01165,1:52.6,5,"

**

",11-11-10-11,42.1,41.9,10,464(+11),"

",01032,912002
201903010101,10,6,11,2016102830,牡3,55,01168,1:52.9,2,"

**

",3-3-2-2,43.7,41.2,9,430(-6),"

",01161,330007
201903010101,11,8,15,2016106020,牡3,56,01144,1:52.9,クビ,"

**

",7-7-7-10,42.7,134.8,13,430(-2),"

",01069,018803
201903010101,12,7,13,2016100966,牡3,53,01173,1:53.1,1.1/4,"

**

",9-9-10-12,42.6,120.0,12,464(+2),"

",01156,059803
201903010101,13,3,4,2016103042,牡3,56,01025,1:53.9,5,"

**

",15-15-15-15,41.3,147.3,14,456(0),"

",00435,970007
201903010101,14,6,10,2016100079,牝3,52,01171,1:54.0,1/2,"

**

",2-2-3-6,44.6,69.8,11,456(+6),"

",01129,273033
201903010101,15,3,5,2016106037,牝3,54,01127,1:54.1,1/2,"

**

",14-13-14-14,43.3,29.1,7,436(-6),"

",01154,669007
201903010102,1,1,1,2016104245,牝3,54,01127,1:10.4,,"

**

",3-2,38.4,6.2,4,468(-4),"

",01046,486800
201903010102,2,6,12,2016100361,牝3,53,01165,1:10.8,2.1/2,"

**

",5-4,38.3,42.9,10,428(-4),"

",01143,032800
201903010102,3,5,10,2016101501,牝3,54,01092,1:11.0,1,"

**

",7-6,38.2,3.7,1,438(-2),"

",01108,013803
201903010102,4,2,4,2016102325,牝3,51,01167,1:11.4,2.1/2,"

**

",9-7,38.3,22.0,8,424(-2),"

",01031,247030
201903010102,5,7,14,2016106574,牝3,51,01164,1:11.4,ハナ,"

**

",2-2,39.5,4.2,2,480(-4),"

",01113,038700
201903010102,6,4,8,2016105600,牝3,54,01152,1:11.4,クビ,"

**

",1-1,39.7,5.9,3,486(-10),"

",01139,895030
201903010102,7,2,3,2016100979,牝3,53,01166,1:11.5,1/2,"

**

",6-5,38.8,12.1,6,440(-6),"

",01170,851005
201903010102,8,1,2,2016100608,牝3,54,01160,1:12.1,3.1/2,"

**

",11-10,38.8,99.7,12,442(+2),"

",01119,788800
201903010102,9,7,13,2016106130,牝3,54,01009,1:12.2,3/4,"

**

",11-10,38.9,130.6,15,472(-4),"

",01109,971033
201903010102,10,6,11,2016103023,牝3,53,01170,1:12.3,1/2,"

**

",14-14,38.6,14.7,7,522(0),"

",00399,854800
201903010102,11,5,9,2016100521,牝3,54,01112,1:12.6,2,"

**

",13-13,39.1,97.4,11,454(0),"

",01128,859002
201903010102,12,8,16,2016104938,牝3,52,01171,1:12.7,クビ,"

**

",7-8,39.9,8.8,5,460(-4),"

",01154,386033
201903010102,13,4,7,2016106177,牝3,53,01162,1:13.5,5,"

**

",9-8,40.4,103.5,13,514(+8),"

",01106,466033
201903010102,14,8,15,2016100953,牝3,52,01161,1:13.5,クビ,"

**

",14-14,39.8,187.7,16,454(0),"

",01010,851009
201903010102,15,3,5,2016104534,牝3,51,01175,1:17.8,大,"

**

",4-10,45.4,29.5,9,518(+10),"

",01086,506800
201903010102,中,3,6,2016105298,牝3,54,01153,,,"

**

",,,105.7,14,490(0),"

",01097,758005
201903010103,1,2,2,2016102565,牡3,56,01157,1:48.1,,"

**

",5-3-2-2,39.1,10.2,5,486(+8),"

",00431,788800
201903010103,2,5,8,2016102524,牝3,52,01171,1:48.3,1,"

**

",1-1-1-1,39.6,3.2,1,500(-8),"

",01049,007803
201903010103,3,4,6,2016103864,牡3,53,01174,1:50.0,大,"

**

",11-11-10-6,40.1,4.8,3,508(-4),"

",00425,185800
201903010103,4,6,10,2016104392,牡3,53,01178,1:50.1,1/2,"

**

",5-6-5-4,40.7,6.7,4,450(-4),"

",00411,226800
201903010103,5,2,3,2016104201,牡3,56,01160,1:50.4,2,"

**

",8-7-7-8,40.8,3.8,2,470(+2),"

",01024,700006
201903010103,6,5,9,2016102055,牡3,56,01153,1:50.5,3/4,"

**

",3-3-2-3,41.6,131.2,11,494(-6),"

",01108,102800
201903010103,7,7,13,2016102053,牝3,51,01180,1:50.6,クビ,"

**

",4-5-4-4,41.4,62.0,10,444(-10),"

",01095,972002
201903010103,8,7,12,2016105033,牝3,51,01164,1:50.9,1.1/2,"

**

",8-9-5-6,41.5,14.1,6,480(-14),"

",00399,415800
201903010103,9,8,14,2016101800,牡3,55,01168,1:50.9,ハナ,"

**

",5-8-7-8,41.3,31.2,9,526(-6),"

",01173,945004
201903010103,10,4,7,2016103025,牡3,55,01162,1:51.0,3/4,"

**

",8-9-10-11,41.2,29.8,8,498(-4),"

",01051,268008
201903010103,11,3,5,2016103141,牡3,55,01156,1:51.1,1/2,"

**

",15-12-7-10,41.5,18.4,7,468(-14),"

",01087,541008
201903010103,12,1,1,2016105726,牡3,54,01161,1:51.3,1.1/4,"

**

",13-14-15-14,40.5,159.5,12,458(-4),"

",01023,530033
