horse_id,bday,tame_id,owner_id,producer_id,production area,auction price,winnings,lifetime record,wined race title,inbreeding-1,inbreeding-2,father,faths father,faths mother,mother,moths father,moths mother
2006102822,2006年2月5日,00138,415800,owner.netkeiba.com,社台コーポレーション白老ファーム,白老町,"
-
","


4億9,621万円 (中央)

",2006102822,201109060511,,1999110099,000a0016f2,000a00b2b6,1997103579,000a00193b,000a0065ee
2006104625,2006年2月14日,01041,506800,owner.netkeiba.com,中地義次,新冠町,"630万円 (2006年 北海道セレクションセール)
","



2億8,508万円 (中央) /649万円 (地方)
",2006104625,201108040411,,1999106689,000a00033a,000a0065ef,1996110223,1985109004,000a00a6c5
2006105511,2006年5月21日,00386,180800,owner.netkeiba.com,下河辺牧場,日高町,"
-
","


3億3,978万円 (中央)

",2006105511,201405020711,,1994109686,000a001a8f,000a00039b,000a006898,000a001a98,000a00b2fe
2007101163,2007年5月5日,01080,217030,530009,様似町,"
-
","


3億4,432万円 (中央)

",42戦5勝 [5-7-3-27],201008010311,2006100124,2005101221,1998101554,000a00033a,000a000334,1997100148,000a000148,1993106507
2007103884,2007年3月22日,05604,635009,903060,新ひだか町,"
-
","



1億5,227万円 (中央) /444万円 (地方)
",36戦15勝 [15-2-3-16],201046081710,2008103844,2005104536,1995104427,000a0000cc,000a0062e2,1994103634,000a000d48,1987101649
2007104807,2007年3月7日,01069,006030,500462,新冠町,"
-
","



2億3,837万円 (中央) /46万円 (地方)
",38戦9勝 [9-2-3-24],201209010211,2008104852,2017101858,1996106512,000a001bda,1991104457,1999106873,1993109219,000a00669b
2007106743,2007年4月4日,00420,770006,313359,日高町,"
-
","



1億6,826万円 (中央) /184万円 (地方)
",83戦10勝 [10-4-7-62],201205050310,2016106453,2012101246,1993109220,000a0016eb,000a006412,2001100858,000a000082,1991109770
2008101031,2008年4月4日,05630,139006,813308,新ひだか町,"
-
","



3億1,148万円 (中央) /169万円 (地方)
",39戦10勝 [10-5-0-24],201505020711,2001104054,2016106387,2000102261,000a00033a,1987106591,1996105031,000a0015c6,000a00030e
2008103244,2008年5月14日,01070,486800,owner.netkeiba.com,ノーザンファーム,安平町,"
-
","


3億9,609万円 (中央)

",2008103244,201105030611,,2002100816,000a00033a,000a0003a2,1994109536,000a001c0e,000a00a225
2008104268,2008年4月6日,01088,851009,910331,新冠町,"
-
","



3億7,038万円 (中央) /1,742万円 (地方)
",61戦8勝 [8-13-7-33],201404030811,2007104109,2011104589,1996106512,000a001bda,1991104457,1998105689,1992109612,1987105609
2009100301,2009年3月12日,01055,037803,100034,浦河町,"
-
","


5億4,542万円 (中央)

",31戦11勝 [11-4-3-13],201506040911,2012101406,2016103138,1992109618,000a00033a,000a00021e,2002102752,1994109686,1997100411
2009102527,2009年2月14日,01028,841030,033357,日高町,"5,250万円 (2009年 セレクトセール)
","


3億7,010万円 (中央)

",29戦7勝 [7-6-1-15],201309040211,2019101700,2015101439,2003102991,000a00010f,1998101750,2001107654,1989108341,1992107580
2009104934,2009年4月3日,01039,948006,510314,新冠町,"1,050万円 (2009年 北海道セレクションセール)
","


2億2,937万円 (中央)

",48戦6勝 [6-6-10-26],201308050711,2002102231,2001102086,1998110135,000a00013a,000a000071,1995100396,1982101222,1986106773
2010100200,2010年3月15日,01097,007803,913344,日高町,"945万円 (2010年 セレクトセール)
","


1億8,500万円 (中央)

",34戦7勝 [7-6-0-21],201406020311,2005102851,2008105275,1995108676,000a0019b4,000a00a4b9,1996102134,1990102314,1983106964
2010100717,2010年1月28日,00201,003060,811540,日高町,"
-
","


8,001万円 (中央)

",9戦5勝 [5-2-1-1],201408010511,2011100612,2012101613,1992190005,000a001cd4,000a0085ee,000a0116d0,000a001d7e,000a011667
2010103743,2010年3月7日,00438,180800,owner.netkeiba.com,社台ファーム,千歳市,"
-
","


1億7,079万円 (中央)

",2010103743,201308010510,,2002100816,000a00033a,000a0003a2,000a0105bc,000a00211c,000a000049
2010106552,2010年4月15日,01018,966007,101328,日高町,"
-
","


3億450万円 (中央)

",22戦6勝 [6-2-0-14],201407020611,2004106983,2008106609,2001103114,000a00033a,1988107320,1999103468,1983109006,1992108355
2010110058,2010年3月28日,01028,785800,050704,米,"
-
","



1億8,606万円 (中央) /105万円 (地方)
",24戦6勝 [6-0-0-18],201306030511,000a0123d5,000a0150be,000a002276,000a001a98,000a00b29c,000a011c68,000a002071,000a011c67
