race_id,rank,frame_number,horse_number,horse_id,sex_and_age,burden_weight,rider_id,goal_time,goal_time_dif,time_value,half_way_rank,last_time,odds,popular,horse_weight,tame_time,tamer_id,owner_id
202005010101,1,2,2,2017102815,牡3,56,01061,1:20.4,,"

**

",12-9,37.0,9.4,5,506(+2),"

",00417,898005
202005010101,2,1,1,2017104433,牡3,56,00689,1:20.4,アタマ,"

**

",8-7,37.3,8.3,4,478(+2),"

",01089,270006
202005010101,3,5,9,2017103102,牝3,54,01169,1:20.4,アタマ,"

**

",1-1,38.2,10.5,6,446(-4),"

",01163,398030
202005010101,4,3,4,2017104267,牡3,56,01051,1:20.6,3/4,"

**

",3-3,38.1,19.3,9,440(+2),"

",01124,629800
202005010101,5,7,12,2017101810,牝3,54,01077,1:20.6,クビ,"

**

",2-2,38.2,7.3,3,458(0),"

",01102,788800
202005010101,6,3,5,2017104128,牡3,56,01096,1:20.7,クビ,"

**

",12-11,37.1,20.2,10,468(+2),"

",01081,851009
202005010101,7,6,10,2017109007,牡3,56,00733,1:20.7,アタマ,"

**

",3-5,37.9,17.4,8,486(+8),"

",01152,149002
202005010101,8,4,7,2017102604,牡3,56,01075,1:20.7,ハナ,"

**

",9-9,37.4,15.0,7,462(+12),"

",01108,132030
202005010101,9,4,6,2017103755,牝3,54,01118,1:20.8,1/2,"

**

",6-5,38.0,97.2,12,442(+4),"

",01165,966007
202005010101,10,8,14,2017102990,牝3,54,00660,1:20.8,アタマ,"

**

",9-11,37.3,3.4,1,460(-2),"

",01165,854800
202005010101,11,2,3,2017100977,牡3,56,05212,1:20.9,3/4,"

**

",14-14,37.1,4.4,2,472(+2),"

",01094,009060
202005010101,12,8,15,2017104330,牝3,54,01043,1:21.4,3,"

**

",3-3,38.9,31.4,11,476(-18),"

",01126,843030
202005010101,13,5,8,2017104050,牝3,54,01129,1:23.1,大,"

**

",6-7,40.0,451.2,15,436(+8),"

",01125,684006
202005010101,14,6,11,2017102360,牝3,54,01091,1:23.7,3.1/2,"

**

",9-11,40.1,271.9,13,408(+2),"

",01156,780006
202005010101,15,7,13,2017104575,牝3,53,01158,1:26.2,大,"

**

",15-15,40.0,389.3,14,418(-6),"

",01031,059803
202005010102,1,8,16,2017104724,牝3,54,00666,1:27.2,,"

**

",2-2,37.7,8.0,3,428(0),"

",01164,415800
202005010102,2,3,6,2017101818,牝3,54,00660,1:27.3,1/2,"

**

",1-1,38.0,12.9,4,468(0),"

",01103,788800
202005010102,3,1,1,2017100586,牡3,56,05339,1:27.3,クビ,"

**

",5-5,37.7,4.2,2,470(0),"

",01111,047803
202005010102,4,6,11,2017104094,牡3,56,05517,1:27.6,2,"

**

",9-8,37.2,20.4,6,436(0),"

",01108,858800
202005010102,5,5,9,2017100770,牝3,54,00641,1:28.2,3.1/2,"

**

",11-11,37.6,67.1,8,432(0),"

",00399,854800
202005010102,6,5,10,2017100332,牡3,55,01158,1:28.2,アタマ,"

**

",7-7,38.2,37.6,7,482(0),"

",01147,188800
202005010102,7,4,7,2017104448,牡3,54,01167,1:28.4,1.1/4,"

**

",2-2,39.0,78.7,9,458(0),"

",01080,773007
202005010102,8,7,13,2017104897,牡3,56,05575,1:28.6,1.1/2,"

**

",2-2,39.1,1.6,1,512(0),"

",01055,534006
202005010102,9,2,3,2017102741,牝3,54,01140,1:29.7,7,"

**

",5-5,40.0,16.2,5,484(0),"

",01047,188800
202005010102,10,6,12,2017101435,牡3,56,01085,1:29.7,クビ,"

**

",9-8,39.3,105.2,11,462(0),"

",01153,494800
202005010102,11,8,15,2017104152,牝3,54,01091,1:29.7,ハナ,"

**

",8-8,39.3,153.6,13,480(0),"

",00423,546800
202005010102,12,2,4,2017104571,牝3,54,01051,1:30.4,4,"

**

",15-15,38.3,79.8,10,466(0),"

",01094,360009
202005010102,13,4,8,2017102857,牝3,54,00684,1:30.5,クビ,"

**

",14-13,38.7,163.9,14,426(0),"

",00420,059803
202005010102,14,7,14,2017102546,牝3,54,01150,1:30.8,1.3/4,"

**

",11-13,39.1,108.7,12,454(0),"

",00412,338030
202005010102,15,3,5,2017100229,牝3,54,01129,1:31.5,4,"

**

",11-12,40.5,325.1,16,426(0),"

",01063,826800
202005010102,16,1,2,2017109005,牡3,56,01031,1:34.7,大,"

**

",16-16,41.1,274.9,15,486(0),"

",01090,012033
202005010103,1,6,12,2017103042,牡3,56,05339,1:39.5,,"

**

",4-4,38.2,3.1,1,452(+4),"

",01023,674004
202005010103,2,4,8,2017103619,牡3,56,01075,1:39.6,1/2,"

**

",2-2,38.5,6.4,3,500(-6),"

",00405,040803
202005010103,3,8,16,2017105689,セ3,56,01091,1:39.6,クビ,"

**

",4-4,38.4,90.1,13,458(-12),"

",01008,064803
202005010103,4,2,4,2017104825,牡3,56,01096,1:39.9,1.3/4,"

**

",8-9,38.2,8.4,5,496(-6),"

",01115,916033
202005010103,5,7,14,2017101015,牡3,56,01150,1:40.0,クビ,"

**

",10-9,38.3,45.0,10,476(+10),"

",01153,321006
202005010103,6,1,1,2017105250,牡3,56,00666,1:40.0,クビ,"

**

",1-1,39.0,7.0,4,466(0),"

",01108,098803
202005010103,7,4,7,2017102776,セ3,56,01043,1:40.1,1/2,"

**

",2-2,39.0,69.9,12,476(-20),"

",01153,137030
202005010103,8,5,10,2017100662,牡3,56,01140,1:40.2,3/4,"

**

",16-16,37.3,10.9,6,490(+6),"

",01047,663007
202005010103,9,5,9,2017109028,牡3,56,00660,1:40.3,1/2,"

**

",6-6,38.8,20.9,7,470(+2),"

",01081,854800
202005010103,10,3,6,2017103321,牡3,56,00689,1:40.3,クビ,"

**

",6-6,38.8,104.3,14,452(+8),"

",01076,851009
202005010103,11,3,5,2017104165,牡3,56,05517,1:40.6,2,"

**

",14-13,38.6,41.6,9,460(-4),"

",01038,541800
202005010103,12,8,15,2017104370,牡3,56,00641,1:40.8,1.1/4,"

**

",15-15,38.1,64.0,11,472(-2),"

",01125,270006
202005010103,13,6,11,2017101242,牝3,53,01161,1:41.1,1.3/4,"

**

",10-9,39.3,289.1,16,420(-2),"

",00421,376008
202005010103,14,7,13,2017103007,牡3,56,01085,1:41.3,1.1/4,"

**

",8-6,39.8,23.2,8,460(-8),"

",01031,099031
202005010103,15,2,3,2017103370,牡3,55,01158,1:41.5,1.1/4,"

**

",10-9,39.8,112.8,15,464(0),"

",01014,089030
202005010103,16,1,2,2017104678,牡3,56,05575,1:41.8,2,"

**

",13-13,39.8,4.4,2,478(+4),"

",00399,415800
202005010104,1,7,9,2017106602,牡3,56,00666,1:37.4,,"

**

",1-1,37.2,2.7,2,486(-2),"

",01118,003060
202005010104,2,8,10,2017103117,牝3,54,01169,1:37.7,2,"

**

",2-2,37.4,19.9,8,432(0),"

",00436,895002
202005010104,3,2,2,2017103240,牡3,56,00422,1:38.0,2,"

**

",8-8,36.4,17.6,6,488(+6),"

",01127,224007
202005010104,4,6,7,2017102112,牡3,56,01085,1:38.0,ハナ,"

**

",5-4,37.2,14.4,5,514(+6),"

",01153,897009
202005010104,5,7,8,2017103641,牡3,56,01127,1:38.1,1/2,"

**

",10-10,36.1,12.7,3,472(-2),"

",00405,028031
202005010104,6,4,4,2017103788,牡3,56,01096,1:38.2,1/2,"

**

",7-6,36.9,18.7,7,478(-6),"

",00420,414030
202005010104,7,1,1,2017100358,牡3,56,05339,1:38.5,1.3/4,"

**

",3-3,37.9,2.2,1,496(0),"

",01082,306008
202005010104,8,6,6,2017102704,牡3,56,01043,1:38.5,ハナ,"

**

",8-8,36.9,13.8,4,488(+8),"

",01143,713005
202005010104,9,3,3,2017101894,牝3,52,01167,1:39.1,3.1/2,"

**

",5-6,37.8,184.2,11,466(+2),"

",01012,103006
202005010104,10,8,11,2017103261,牝3,54,01162,1:39.7,3.1/2,"

**

",4-5,38.7,28.1,9,464(+10),"

",01141,878800
202005010104,11,5,5,2017100315,牡3,56,00733,1:40.6,5,"

**

",11-11,38.3,58.9,10,454(0),"

",00423,910006
202005010107,1,1,2,2015102018,牡5,57,05575,1:24.9,,"

**

",3-2,36.9,3.3,1,472(+2),"

",01134,441009
202005010107,2,5,10,2014105774,牡6,57,05339,1:25.1,1,"

**

",8-10,36.3,3.6,2,534(+14),"

",01132,415800
202005010107,3,2,3,2015105191,牡5,57,01162,1:25.2,1/2,"

**

",5-4,37.0,29.7,7,490(0),"

",01106,021700
202005010107,4,6,11,2015102857,牡5,57,01075,1:25.3,3/4,"

**

",14-14,36.0,7.7,5,480(-4),"

",01112,542800
202005010107,5,8,16,2016104749,牡4,57,00666,1:25.4,3/4,"

**

",8-7,36.7,6.8,4,520(-4),"

",01038,265006
202005010107,6,7,13,2015100828,牝5,53,01167,1:25.5,3/4,"

**

",3-4,37.3,5.6,3,454(+2),"

",01174,547800
202005010107,7,2,4,2016103403,牝4,55,01092,1:25.6,3/4,"

**

",1-1,37.8,125.4,12,474(-2),"

",01096,102800
202005010107,8,8,15,2016102118,牝4,54,01161,1:26.1,3,"

**

",16-16,36.4,173.3,13,416(-34),"

",01024,536800
202005010107,9,4,7,2016101148,牡4,57,01169,1:26.4,1.3/4,"

**

",7-7,37.8,59.3,11,448(+8),"

",01118,170800
202005010107,10,6,12,2016104341,牡4,57,01140,1:26.4,ハナ,"

**

",2-2,38.4,213.1,15,538(+15),"

",01047,683002
202005010107,11,3,6,2016100306,牡4,57,01150,1:26.5,1/2,"

**

",8-7,37.8,203.3,14,458(+6),"

",01020,143030
202005010107,12,3,5,2016101477,セ4,57,01043,1:26.8,1.3/4,"

**

",5-6,38.3,31.5,8,488(-5),"

",01081,934006
202005010107,13,4,8,2016109014,牡4,57,01096,1:27.0,1.1/2,"

**

",14-14,37.7,37.1,9,440(-6),"

",01076,148800
202005010107,14,7,14,2016104642,牡4,57,01085,1:27.4,2.1/2,"

**

",11-11,38.4,16.1,6,470(+10),"

",01086,790005
202005010107,15,1,1,2016103534,牡4,57,00422,1:27.6,1.1/4,"

**

",11-11,38.6,40.7,10,484(-4),"

",01048,165033
202005010107,16,5,9,2016102413,牝4,54,01158,1:27.8,1.1/4,"

**

",11-11,38.7,345.5,16,456(-14),"

",01026,726008
202005010108,1,8,15,2016100171,牡4,56,05575,2:11.3,,"

**

",7-3-4-3,36.2,2.3,1,490(-2),"

",01046,119007
202005010108,2,4,7,2015105088,牡5,57,05339,2:11.3,ハナ,"

**

",7-7-6-5,36.1,4.2,2,530(0),"

",01103,226800
202005010108,3,4,8,2015105868,牡5,57,01043,2:11.6,1.1/2,"

**

",13-12-6-7,36.3,5.0,3,470(-2),"

",01107,019800
202005010108,4,5,9,2015100274,牡5,57,05212,2:12.3,4,"

**

",16-16-6-11,36.6,15.9,6,502(+6),"

",01116,858800
202005010108,5,3,6,2015100367,牡5,57,00666,2:12.6,2,"

**

",4-3-6-7,37.3,13.2,4,474(-2),"

",01138,729008
202005010108,6,3,5,2015101631,セ5,57,05517,2:12.6,クビ,"

**

",14-15-10-9,37.1,15.7,5,456(-18),"

",01098,003060
202005010108,7,7,13,2013105264,牡7,57,01162,2:12.6,ハナ,"

**

",2-2-2-2,37.6,74.8,13,506(-4),"

",01116,808800
202005010108,8,6,12,2016106069,牡4,56,01029,2:12.8,3/4,"

**

",14-14-15-15,36.8,43.6,8,490(+2),"

",00436,316031
202005010108,9,1,2,2016100206,牡4,56,00422,2:12.9,1/2,"

**

",12-13-16-15,36.8,102.6,14,488(-6),"

",01003,812008
202005010108,10,2,3,2016101176,牡4,56,01118,2:13.1,1.1/4,"

**

",4-3-5-5,37.9,47.4,10,478(-4),"

",01110,723033
202005010108,11,7,14,2016104546,牡4,56,01092,2:13.3,1.1/2,"

**

",9-10-10-11,37.6,16.0,7,508(-4),"

",01108,138007
202005010108,12,5,10,2015106170,牡5,56,01158,2:13.3,クビ,"

**

",4-7-10-11,37.6,44.6,9,486(-2),"

",01099,616800
202005010108,13,1,1,2015110082,牡5,57,01127,2:13.4,クビ,"

**

",11-9-10-9,37.8,62.2,11,508(+2),"

",01126,859007
