horse_id,bday,tame_id,owner_id,producer_id,production area,auction price,winnings,lifetime record,wined race title,inbreeding-1,inbreeding-2,father,faths father,faths mother,mother,moths father,moths mother
2008101031,2008年4月4日,05630,139006,813308,新ひだか町,"
-
","



3億1,148万円 (中央) /169万円 (地方)
",39戦10勝 [10-5-0-24],201505020711,2001104054,2016106387,2000102261,000a00033a,1987106591,1996105031,000a0015c6,000a00030e
2008103919,2008年4月2日,00411,053803,203064,新ひだか町,"
-
","


2億2,943万円 (中央)

",58戦6勝 [6-5-7-40],201210020811,2013102599,2015102663,1989108341,1982101222,1984104366,2001101389,000a000082,000a006725
2008104268,2008年4月6日,01088,851009,910331,新冠町,"
-
","



3億7,038万円 (中央) /1,742万円 (地方)
",61戦8勝 [8-13-7-33],201404030811,2007104109,2011104589,1996106512,000a001bda,1991104457,1998105689,1992109612,1987105609
2009102527,2009年2月14日,01028,841030,033357,日高町,"5,250万円 (2009年 セレクトセール)
","


3億7,010万円 (中央)

",29戦7勝 [7-6-1-15],201309040211,2019101700,2015101439,2003102991,000a00010f,1998101750,2001107654,1989108341,1992107580
2009104934,2009年4月3日,01039,948006,510314,新冠町,"1,050万円 (2009年 北海道セレクションセール)
","


2億2,937万円 (中央)

",48戦6勝 [6-6-10-26],201308050711,2002102231,2001102086,1998110135,000a00013a,000a000071,1995100396,1982101222,1986106773
2010100690,2010年4月18日,01016,003060,811540,日高町,"
-
","


2億3,963万円 (中央)

",51戦7勝 [7-3-8-33],201502010211,2009102663,2008105782,1998190003,000a001c1d,000a010a70,000a0111fb,000a0017d2,000a0111db
2010100975,2010年3月30日,01115,243008,013320,日高町,"
-
","


1億8,320万円 (中央)

",21戦5勝 [5-1-1-14],201501020411,2015105145,2013100485,2003102809,000a00033a,000a0003a2,2003102879,1993109220,1993109901
2010104042,2010年2月11日,01055,708800,373126,安平町,"
-
","


2億4,435万円 (中央)

",31戦6勝 [6-4-2-19],201507030211,2013105788,2016104415,2002100816,000a00033a,000a0003a2,2004103059,000a00013a,000a006897
2011102913,2011年3月7日,01107,794002,510000,えりも町,"
-
","


1億5,140万円 (中央)

",23戦5勝 [5-4-2-12],201508050912,2009105009,2010101775,2002100816,000a00033a,000a0003a2,1998107103,000a0000cc,1984102981
2011103328,2011年3月18日,01062,646030,200051,浦河町,"1,102万円 (2012年 北海道セレクションセール)
","


2億9,981万円 (中央)

",15戦8勝 [8-2-1-4],201607020611,2019102737,2010102247,1989108341,1982101222,1984104366,000a01152e,000a001d7e,000a0114ed
2011103916,2011年3月12日,01002,441007,373126,安平町,"7,980万円 (2012年 セレクトセール)
","


5億2,948万円 (中央)

",20戦8勝 [8-4-1-7],201608050611,2014105983,2015104842,2002100816,000a00033a,000a0003a2,2004110007,000a00fd4c,000a0105b9
2011104627,2011年5月18日,a0276,x09d5e,310335,新冠町,"
-
","



1億6,925万円 (中央) /40万円 (地方)
",38戦6勝 [6-7-3-22],201608010310,2004106840,2006106521,1998101554,000a00033a,000a000334,000a0067af,000a001fd7,000a00afb6
2011104682,2011年4月3日,01050,032800,owner.netkeiba.com,協和牧場,新冠町,"
-
","


1億370万円 (中央)

",2011104682,201608010211,,1989108341,1982101222,1984104366,2003100206,1995104427,1995108553
2011110099,2011年4月6日,05567,318033,500709,米,"
-
","


1億5,804万円 (中央)

",26戦5勝 [5-3-1-17],201606020311,2016110160,2017110171,000a0121e9,000a00213e,000a0121f3,000a0121f6,000a002220,000a0121f5
2012102095,2012年4月6日,01084,037803,930369,平取町,"
-
","



4億6,273万円 (中央) /1,435万円 (地方)
",36戦3勝 [3-8-5-20],201509020611,2010100050,2018101299,2001103460,000a001d7e,000a00680e,2001107831,1992103687,1996102807
2012103486,2012年4月7日,05642,265008,033305,新ひだか町,"
-
","



1億7,195万円 (中央) /244万円 (地方)
",35戦3勝 [3-3-2-27],201509040211,2018104339,2015106171,000a0109d5,000a001a98,000a00b4da,2007100873,1998101516,000a01075a
2012104438,2012年2月18日,01105,708800,393126,千歳市,"
-
","


1億2,768万円 (中央)

",34戦5勝 [5-5-3-21],201505050410,2013105681,2015104575,000a010601,000a0000d1,000a010600,000a011dcc,000a00185d,000a011d60
2012110102,2012年2月6日,01126,138007,290702,米,"
-
","



1億8,371万円 (中央) /320万円 (地方)
",12戦4勝 [4-1-1-6],201508040811,000a0147c5,,000a010cdf,000a00fb8e,000a010bfd,000a012629,000a001cd0,000a00af92
