horse_id,bday,tame_id,owner_id,producer_id,production area,auction price,winnings,lifetime record,wined race title,inbreeding-1,inbreeding-2,father,faths father,faths mother,mother,moths father,moths mother
2001103454,2001年2月7日,00350,463800,370126,早来町,"2,100万円 (2001年 セレクトセール)
","



1億4,269万円 (中央) /3,000万円 (地方)
",23戦9勝 [9-4-0-10],200834061911,2003102993,1997103709,1989108341,1982101222,1984104366,000a006345,000a00193a,000a007070
2002100705,2002年4月30日,01046,226800,343126,白老町,"
-
","


1億2,609万円 (中央)

",27戦4勝 [4-4-4-15],200805050610,2010104377,2001105714,000a00033a,000a0012bf,000a008c1e,1994109579,000a0016eb,000a009551
2002101003,2002年4月5日,01038,229002,370126,早来町,"3,570万円 (2002年 セレクトセール)
","



3億1,917万円 (中央) /804万円 (地方)
",48戦7勝 [7-3-7-31],200706020311,2008103244,2011103978,1995108742,000a001d7e,000a0002c9,1994109536,000a001c0e,000a00a225
2002104962,2002年6月8日,01021,078800,940082,静内町,"
-
","


2億4,048万円 (中央)

",43戦8勝 [8-6-2-27],200807020111,2009103956,2003105171,000a0001d6,000a000378,000a009241,1997102410,1989108341,1977106216
2003100206,2003年4月30日,00389,763800,700335,新冠町,"
-
","


1億2,878万円 (中央)

",47戦6勝 [6-1-7-33],200807030612,2001101696,2008104415,1995104427,000a0000cc,000a0062e2,1995108553,000a001bea,000a00a424
2003102667,2003年3月7日,00395,415800,owner.netkeiba.com,社台ファーム,千歳市,"
-
","


2億9,026万円 (中央)

",2003102667,200807011011,,1992109618,000a00033a,000a00021e,1997110192,000a001dde,000a00a033
2003110212,2003年9月24日,01070,138007,190878,豪,"
-
","


7億8,530万円 (中央)

",31戦12勝 [12-4-3-12],201007020811,2006110146,2010104114,1992109618,000a00033a,000a00021e,000a006843,000a001617,000a0084de
2004100933,2004年5月3日,01044,032800,owner.netkeiba.com,村田牧場,新冠町,"
-
","


4億8,248万円 (中央)

",2004100933,200907020611,,1995104427,000a0000cc,000a0062e2,1998100880,000a000354,1992109410
2004103021,2004年2月7日,00343,226800,owner.netkeiba.com,ノーザンファーム,早来町,"
-
","


3億7,316万円 (中央)

",2004103021,200806040811,,1998110135,000a00013a,000a000071,000a00654d,000a001676,000a009322
2004103336,2004年5月12日,01079,415800,owner.netkeiba.com,社台ファーム,千歳市,"
-
","



1億8,383万円 (中央) /105万円 (地方)
",2004103336,200906020311,,1998101554,000a00033a,000a000334,000a006146,000a001785,000a008597
2004104528,2004年4月4日,05481,038002,530465,静内町,"
-
","


1億6,957万円 (中央)

",59戦7勝 [7-1-3-48],200908020411,2007106571,2012103731,000a00fa34,000a00010f,000a00faab,1996110271,000a001bed,000a0094a8
2004105048,2004年2月24日,00365,929006,800305,静内町,"
-
","


1億1,309万円 (中央)

",30戦6勝 [6-1-1-22],200808050711,2003105485,2002105295,000a0000df,000a001849,000a00a0c0,1996105508,000a000d77,000a0063d8
2004106583,2004年3月10日,00345,185800,800366,平取町,"
-
","


3億3,657万円 (中央)

",32戦7勝 [7-8-2-15],200909010211,2010100095,2008106403,1993190010,000a001b87,000a00abc0,000a006686,000a002088,000a00a973
2004110238,2004年3月3日,01028,716800,060827,米,"
-
","


1億5,272万円 (中央)

",37戦5勝 [5-4-4-24],200810030710,,,000a010bce,000a001b47,000a010be7,000a010bf5,000a001e8c,000a010bf4
2005102294,2005年2月27日,00244,758005,393126,千歳市,"
-
","


1億6,774万円 (中央)

",17戦6勝 [6-1-2-8],201008060711,2007102807,2014105543,1989108341,1982101222,1984104366,1997103424,1983109006,1984101441
2005105446,2005年3月19日,01075,019004,220204,新冠町,"2,625万円 (2005年 セレクトセール)
","


1億218万円 (中央)

",17戦5勝 [5-3-1-8],200905010610,2014104152,2007104831,1994109686,000a001a8f,000a00039b,1997105644,000a0000c7,1993109970
2005110115,2005年1月28日,00419,948006,240882,米,"
-
","


2億5,616万円 (中央)

",53戦5勝 [5-3-9-36],201208030811,2015110013,2012110038,000a001d7e,000a001607,000a009961,1998101038,000a00033a,000a00015d
2005110152,2005年4月10日,a0212,x06e26,730863,米,"
-
","



1億3,885万円 (中央) /18万円 (地方)
",50戦3勝 [3-1-5-41],200705050311,2014101797,2009102286,000a0108d0,000a002273,000a00b535,000a010f76,000a001d88,000a010f75
