horse_id,bday,tame_id,owner_id,producer_id,production area,auction price,winnings,lifetime record,wined race title,inbreeding-1,inbreeding-2,father,faths father,faths mother,mother,moths father,moths mother
1999106730,1999年6月5日,00425,415800,393126,千歳市,"
-
","



2億9,956万円 (中央) /2億6,906万円 (地方)
",63戦14勝 [14-8-10-31],200644100410,1998101530,1997103416,000a00033a,000a0012bf,000a008c1e,1989107932,000a000258,000a006149
1999106907,1999年3月13日,01017,172002,343126,白老町,"840万円 (1999年 セレクトセール)
","



4億2,690万円 (中央) /8,140万円 (地方)
",44戦14勝 [14-10-2-18],200608050711,1998107262,2001103268,1992102988,000a000082,000a00617d,1992109451,000a00033a,1980101955
2000105277,2000年2月15日,05169,270006,000316,新冠町,"840万円 (2001年 北海道セレクションセール)
","



1億7,214万円 (中央) /85万円 (地方)
",58戦7勝 [7-11-6-34],200707030812,1998101720,2006104932,1993109219,000a00033a,000a000087,1991106859,000a000258,000a0060e3
2001101696,2001年4月27日,a01e3,520005,700335,新冠町,"
-
","


1億2,874万円 (中央)

",40戦5勝 [5-3-4-28],200710030210,2003100206,2008104415,000a00033a,000a0012bf,000a008c1e,1995108553,000a001bea,000a00a424
2001107097,2001年5月27日,01097,481002,800327,門別町,"
-
","


1億7,803万円 (中央)

",43戦7勝 [7-6-1-29],200708020411,2000106874,2004106372,1980106362,000a0004ce,1955105079,1993100410,1985109001,000a005fff
2001107391,2001年4月1日,01049,515800,440033,浦河町,"
-
","



2億6,631万円 (中央) /340万円 (地方)
",66戦6勝 [6-3-1-56],200408040711,2010104866,2005106133,1992109618,000a00033a,000a00021e,1992109539,000a000258,1982102006
2002100900,2002年4月13日,00343,226800,370126,早来町,"
-
","


2億5,508万円 (中央)

",36戦5勝 [5-4-3-24],200408040311,1997103662,2004102943,000a00033a,000a0012bf,000a008c1e,1991107003,000a001205,000a0062e4
2002107011,2002年3月29日,00362,382004,000365,平取町,"
-
","


4億4,767万円 (中央)

",29戦8勝 [8-3-8-10],200707010811,2004106468,2003104262,000a00033a,000a0012bf,000a008c1e,1992110220,000a001bde,000a009560
2003101859,2003年3月20日,01075,687006,500034,浦河町,"
-
","


5億3,538万円 (中央)

",31戦10勝 [10-4-1-16],200805040211,2002102831,2010104741,000a000d71,000a0019da,000a0095c6,1997100488,000a000d70,000a0063e2
2003102587,2003年4月8日,00423,415800,owner.netkeiba.com,社台ファーム,千歳市,"
-
","


2億4,395万円 (中央)

",2003102587,200907030810,,1996107396,000a00033a,1990104462,1987105567,000a000351,1980102021
2003102667,2003年3月7日,00395,415800,owner.netkeiba.com,社台ファーム,千歳市,"
-
","


2億9,026万円 (中央)

",2003102667,200807011011,,1992109618,000a00033a,000a00021e,1997110192,000a001dde,000a00a033
2003102955,2003年4月6日,01011,056002,370126,早来町,"1億395万円 (2003年 セレクトセール)
","


2億7,878万円 (中央)

",24戦5勝 [5-3-0-16],200506050411,2002101006,2006103333,1998110135,000a00013a,000a000071,1996107418,000a00033a,000a00647d
2003105495,2003年5月19日,00409,679003,100309,静内町,"
-
","



9,853万円 (中央) /166万円 (地方)
",38戦4勝 [4-3-3-28],200704010611,2007104567,2013101614,1989109110,000a0017c9,000a009b99,1998110165,000a001fd1,000a009f4e
2003110141,2003年4月6日,01038,491030,540860,米,"
-
","


1億6,258万円 (中央)

",26戦5勝 [5-3-3-15],200707020811,000a011132,000a01522e,000a01074e,000a002072,000a010797,000a010795,000a0017b2,000a010794
2003110212,2003年9月24日,01070,138007,190878,豪,"
-
","


7億8,530万円 (中央)

",31戦12勝 [12-4-3-12],201007020811,2006110146,2010104114,1992109618,000a00033a,000a00021e,000a006843,000a001617,000a0084de
2004100933,2004年5月3日,01044,032800,owner.netkeiba.com,村田牧場,新冠町,"
-
","


4億8,248万円 (中央)

",2004100933,200907020611,,1995104427,000a0000cc,000a0062e2,1998100880,000a000354,1992109410
2004101099,2004年3月31日,00399,546800,owner.netkeiba.com,小河豊水,三石町,"640万円 (2004年 北海道オータムセール)
","


1億1,653万円 (中央)

",2004101099,200705040611,,1997110179,000a0016eb,000a00010c,1996107464,000a00033a,1992110185
2004102206,2004年5月27日,01083,401800,100016,浦河町,"
-
","


2億5,520万円 (中央)

",34戦6勝 [6-2-5-21],200809050611,2008101720,2003102215,1993109188,000a00033a,000a0062c2,000a00fb00,000a0017b0,000a00af7c
