horse_id,bday,tame_id,owner_id,producer_id,production area,auction price,winnings,lifetime record,wined race title,inbreeding-1,inbreeding-2,father,faths father,faths mother,mother,moths father,moths mother
1998104034,1998年2月25日,05235,x06b26,800071,静内町,"
-
","



2億8,399万円 (中央) /15万円 (地方)
",66戦6勝 [6-3-5-52],200107030711,1994101235,2000101833,000a000013,000a001607,000a009232,000a006434,000a000dfe,000a009449
1998110029,1998年3月24日,00353,864009,580873,米,"
-
","



1億3,705万円 (中央) /2億1,320万円 (地方)
",54戦10勝 [10-8-2-34],200447112310,2002110089,000a012fb3,000a001fa3,000a001849,000a00a3a0,000a00ae60,000a00025e,000a00a1f7
1999106907,1999年3月13日,01017,172002,343126,白老町,"840万円 (1999年 セレクトセール)
","



4億2,690万円 (中央) /8,140万円 (地方)
",44戦14勝 [14-10-2-18],200608050711,1998107262,2001103268,1992102988,000a000082,000a00617d,1992109451,000a00033a,1980101955
1999110175,1999年2月17日,00427,951005,200879,米,"
-
","



2億9,725万円 (中央) /403万円 (地方)
",52戦8勝 [8-4-3-37],200408020411,000a006643,,000a002161,000a001607,000a00ada1,000a00a808,000a0012cb,000a00a807
2000101550,2000年1月16日,01002,334009,370126,早来町,"
-
","


3億8,457万円 (中央)

",38戦9勝 [9-8-5-16],200607010811,1995107881,2004102874,000a00033a,000a0012bf,000a008c1e,1990104543,000a000d30,1980101983
2000102386,2000年4月2日,00244,078800,910082,静内町,"
-
","


5億449万円 (中央)

",38戦7勝 [7-8-5-18],200307030611,2005100664,2007100618,1989108341,1982101222,1984104366,1996105163,1988106095,1977106216
2001100355,2001年3月12日,01070,102800,903038,浦河町,"
-
","


1億6,084万円 (中央)

",36戦6勝 [6-2-8-20],200602010611,2003101940,2008101496,1992109618,000a00033a,000a00021e,1993103570,000a000d01,1986103794
2001100541,2001年2月2日,01094,078006,700014,浦河町,"
-
","


2億2,767万円 (中央)

",63戦7勝 [7-7-13-36],200607040812,2004106736,2009100617,000a000325,000a001676,000a00a2fd,000a0066f5,000a000134,000a00028c
2001107097,2001年5月27日,01097,481002,800327,門別町,"
-
","


1億7,803万円 (中央)

",43戦7勝 [7-6-1-29],200708020411,2000106874,2004106372,1980106362,000a0004ce,1955105079,1993100410,1985109001,000a005fff
2001107391,2001年4月1日,01049,515800,440033,浦河町,"
-
","



2億6,631万円 (中央) /340万円 (地方)
",66戦6勝 [6-3-1-56],200408040711,2010104866,2005106133,1992109618,000a00033a,000a00021e,1992109539,000a000258,1982102006
2002100890,2002年3月2日,00438,708800,370126,早来町,"
-
","


7,312万円 (中央)

",20戦4勝 [4-1-1-14],200610030510,2006103254,2008103212,1996107396,000a00033a,1990104462,000a00683a,000a001c1d,000a00b25a
2002100900,2002年4月13日,00343,226800,370126,早来町,"
-
","


2億5,508万円 (中央)

",36戦5勝 [5-4-3-24],200408040311,1997103662,2004102943,000a00033a,000a0012bf,000a008c1e,1991107003,000a001205,000a0062e4
2002102876,2002年5月13日,00350,061800,330044,浦河町,"
-
","


1億9,996万円 (中央)

",43戦6勝 [6-9-2-26],200706010211,1993104185,1995102261,000a000013,000a001607,000a009232,1987106667,000a0003c7,1977106216
2002105598,2002年5月4日,01018,716800,710341,門別町,"210万円 (2003年 北海道セプテンバーセール)
","


1億1,254万円 (中央)

",27戦5勝 [5-1-4-17],200610030210,2003105723,2008105252,1995108558,000a001bea,000a00a42a,1996105837,000a000162,1987100878
2002107011,2002年3月29日,00362,382004,000365,平取町,"
-
","


4億4,767万円 (中央)

",29戦8勝 [8-3-8-10],200707010811,2004106468,2003104262,000a00033a,000a0012bf,000a008c1e,1992110220,000a001bde,000a009560
2003102167,2003年5月21日,00429,100800,900019,浦河町,"
-
","


1億3,165万円 (中央)

",32戦6勝 [6-2-0-24],200608060711,2010105032,2007101709,1989109110,000a0017c9,000a009b99,1999101803,000a000d72,000a00618e
2003103635,2003年2月17日,00119,546800,owner.netkeiba.com,富田恭司,様似町,"1,050万円 (2003年 北海道オータムセール)
","


2億8,179万円 (中央)

",2003103635,200606030511,,1995108676,000a0019b4,000a00a4b9,000a006827,000a001c1d,000a00011a
2003106201,2003年4月4日,00882,038002,500511,門別町,"
-
","



1億4,951万円 (中央) /813万円 (地方)
",29戦6勝 [6-5-2-16],200604020211,2006106140,2001107655,1988106402,000a000081,1955106838,1997104826,000a000013,1992103258
